BUYER_ID,SECTION,CATEGORY_BEFORE,CATEGORY_AFTER,SWITCH_FLAG,PROMO_FLAG
MEM_9990011147742032,HOUSE HOLD,3714 - LIQUID DETERGENT,3724 - IRONING,SWITCH,PROMO
MEM_9990011147742032,TOOTH CARE,3272 - TOOTH PASTE,3271 - TOOTH BRUSH,SWITCH,PROMO
MEM_9990011147744286,HOUSE HOLD,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011147744286,ICE CREAM,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011147744286,MEDICINE & BABY CARE,3313 - WET TISSUE,3313 - WET TISSUE,NO_SWITCH,PROMO
MEM_9990011147744286,MILK & DIAPERS,3431 - REGULAR DIAPERS,3432 - PANTS DIAPERS,SWITCH,PROMO
MEM_9990011147744286,SANITARY ADULT,3322 - SANITARY NAPKINS NON WINGS,3325 - SANITARY NAPKINS NIGHT,SWITCH,PROMO
MEM_9990011147744286,STAPLE NEED,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990011147745185,BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,2323 - BAG CANDY,SWITCH,NON PROMO
MEM_9990011147745185,BREAD CORNER (BC),6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990011147745185,CHILLER,6212 - YOGHURT,1151 - RTD JUICE,SWITCH,PROMO
MEM_9990011147745185,HOUSE HOLD,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990011147745185,ICE CREAM,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011147745185,MEDICINE & BABY CARE,"3443 - NURSING, BOTTLE & PACIFIER",3422 - KIDS COLOGNE,SWITCH,PROMO
MEM_9990011147745185,MEJA KASIR,3122 - PREGNANT TEST & CONTRACEPTION,2332 - BLOCK CHOCOLATE,SWITCH,PROMO
MEM_9990011147745185,MILK & DIAPERS,3432 - PANTS DIAPERS,2118 - GROWING UP MILK PREMIUM,SWITCH,NON PROMO
MEM_9990011147745185,MILK & DIAPERS,3432 - PANTS DIAPERS,2118 - GROWING UP MILK PREMIUM,SWITCH,PROMO
MEM_9990011147745185,PERSONAL CARE,3211 - SHAMPOO,3222 - BEAUTY LIQUID SOAP,SWITCH,PROMO
MEM_9990011147745185,STAPLE NEED,1512 - SUGAR,1512 - SUGAR,NO_SWITCH,NON PROMO
MEM_9990011147745185,STAPLE NEED,1512 - SUGAR,1512 - SUGAR,NO_SWITCH,PROMO
MEM_9990011147745769,CHILLER,1156 - RTD COFFEE,1154 - RTD TEA,SWITCH,PROMO
MEM_9990011147747567,CHILLER,6227 - CHILLED SAUSAGES,2025 - PLANT BASED LIQUID MILK,SWITCH,NON PROMO
MEM_9990011147747567,HOUSE HOLD,3722 - CONCENTRATE FABRIC CONDITIONER,3722 - CONCENTRATE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990011147747567,STAPLE NEED,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990011147873220,BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011147873220,BREAD CORNER (BC),6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011147873220,HOUSE HOLD,3516 - DISHWASHING CLEANER,3611 - AEROSOL INSECTICIDES,SWITCH,PROMO
MEM_9990011147873220,ICE CREAM,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,PROMO
MEM_9990011147957500,BISC & CONFECTIONARY,2226 - SANDWICH BISCUIT,2226 - SANDWICH BISCUIT,NO_SWITCH,PROMO
MEM_9990011147957500,HOUSE HOLD,3611 - AEROSOL INSECTICIDES,3615 - ELECTRIC INSECTICIDES,SWITCH,PROMO
MEM_9990011147957500,MEDICINE & BABY CARE,3446 - BABY LIQUID CLEANSER,"3415 - BABY LOTION, OIL & CREAM",SWITCH,PROMO
MEM_9990011147957500,MEJA KASIR,2332 - BLOCK CHOCOLATE,2332 - BLOCK CHOCOLATE,NO_SWITCH,PROMO
MEM_9990011147957500,MILK & DIAPERS,3432 - PANTS DIAPERS,2122 - BABY BISCUIT & SNACK,SWITCH,PROMO
MEM_9990011147957500,SNACK,2217 - CORN,2214 - TRADITIONAL SNACK,SWITCH,PROMO
MEM_9990011147970420,AIR FRESHNER,4741 - CAR AIR FRESHENER,4741 - CAR AIR FRESHENER,NO_SWITCH,PROMO
MEM_9990011147970420,BCTB (FLOOR),1119 - MINERAL WATER GALON,1119 - MINERAL WATER GALON,NO_SWITCH,PROMO
MEM_9990011147970420,BREAD CORNER (BC),6611 - BREAD,1313 - CHOCO RICE,SWITCH,NON PROMO
MEM_9990011147970420,CHILLER,2023 - TETRAPACK LIQUID MILK,1113 - MINERAL WATER,SWITCH,PROMO
MEM_9990011147970420,HOUSE HOLD,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011147970420,MEDICINE & BABY CARE,3132 - TELON OIL,3417 - BABY LIQUID DET & SOFTENER,SWITCH,PROMO
MEM_9990011147970420,MEDICINE & BABY CARE,3132 - TELON OIL,3417 - BABY LIQUID DET & SOFTENER,SWITCH,NON PROMO
MEM_9990011147970420,MILK & DIAPERS,2122 - BABY BISCUIT & SNACK,2122 - BABY BISCUIT & SNACK,NO_SWITCH,PROMO
MEM_9990011147970420,NOODLE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990011147970420,PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,3222 - BEAUTY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990011147970420,STAPLE NEED,1511 - RICE,1521 - PALM COOKING OIL,SWITCH,PROMO
MEM_9990011147970420,TOOTH CARE,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990011148040267,HOUSE HOLD,3516 - DISHWASHING CLEANER,3723 - DILUTE FABRIC CONDITIONER,SWITCH,PROMO
MEM_9990011148040267,SNACK,2212 - POTATOES,2213 - EXTRUDED & PELLET,SWITCH,PROMO
MEM_9990011148040267,SNACK,2212 - POTATOES,2213 - EXTRUDED & PELLET,SWITCH,NON PROMO
MEM_9990011148040267,STAPLE NEED,1511 - RICE,1512 - SUGAR,SWITCH,NON PROMO
MEM_9990011148072799,CHILLER,2023 - TETRAPACK LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,SWITCH,NON PROMO
MEM_9990011151702845,BCTB (FLOOR),1119 - MINERAL WATER GALON,1119 - MINERAL WATER GALON,NO_SWITCH,PROMO
MEM_9990011151702845,BREAKFAST,1223 - PURE COFFEE,1223 - PURE COFFEE,NO_SWITCH,PROMO
MEM_9990011151702845,CHILLER,6212 - YOGHURT,6227 - CHILLED SAUSAGES,SWITCH,PROMO
MEM_9990011151702845,MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3423 - KIDS LIQUID SOAP,SWITCH,PROMO
MEM_9990011151702845,MEJA KASIR,3117 - KIDS VITAMINS,2332 - BLOCK CHOCOLATE,SWITCH,PROMO
MEM_9990011151741424,BREAD CORNER (BC),6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011151741424,CHILLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,PROMO
MEM_9990011151741424,CHILLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,NON PROMO
MEM_9990011151741424,PERSONAL CARE,3216 - HAIR COLOUR,3218 - HAIR VITAMIN,SWITCH,NON PROMO
MEM_9990011151741424,SNACK,2213 - EXTRUDED & PELLET,2213 - EXTRUDED & PELLET,NO_SWITCH,NON PROMO
MEM_9990011151742665,HOUSE HOLD,3711 - POWDER DETERGENT,3516 - DISHWASHING CLEANER,SWITCH,PROMO
MEM_9990011151859793,MEDICINE & BABY CARE,3424 - TOOTH PASTE KIDS,3115 - ADULT COUGH MEDICINE,SWITCH,NON PROMO
MEM_9990011152004100,CHILLER,2025 - PLANT BASED LIQUID MILK,2025 - PLANT BASED LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011152076572,CHILLER,1116 - VITAMIN DRINK,1154 - RTD TEA,SWITCH,NON PROMO
MEM_9990011152076572,MEDICINE & BABY CARE,3333 - BABY COTTON,3121 - PLESTER,SWITCH,PROMO
MEM_9990011152076572,MEJA KASIR,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,NON PROMO
MEM_9990011152076572,MEJA KASIR,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,PROMO
MEM_9990011152076572,MILK & DIAPERS,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990011152076572,SNACK,2211 - PEANUTS,2217 - CORN,SWITCH,NON PROMO
MEM_9990011152076572,STAPLE NEED,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990011152134039,CHILLER,1151 - RTD JUICE,1154 - RTD TEA,SWITCH,PROMO
MEM_9990011152134039,CHILLER,1151 - RTD JUICE,1154 - RTD TEA,SWITCH,NON PROMO
MEM_9990011152134039,HOUSE HOLD,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990011152166799,CHILLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,NON PROMO
MEM_9990011152235647,CHILLER,1115 - REMEDIES DRINK,2023 - TETRAPACK LIQUID MILK,SWITCH,PROMO
MEM_9990011152235647,CHILLER,1115 - REMEDIES DRINK,2023 - TETRAPACK LIQUID MILK,SWITCH,NON PROMO
MEM_9990011152235647,HOUSE HOLD,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011152235647,MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,NO_SWITCH,PROMO
MEM_9990011152235647,NOODLE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990011152235647,PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,3235 - MEN DEO ROLL ON,SWITCH,PROMO
MEM_9990011152235647,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3321 - SANITARY NAPKINS WINGS,SWITCH,PROMO
MEM_9990011152235647,SNACK,2216 - SEAWEED,2216 - SEAWEED,NO_SWITCH,NON PROMO
MEM_9990011152235647,STAPLE NEED,1521 - PALM COOKING OIL,1724 - LIQUID SAUCE & VINEGAR,SWITCH,PROMO
MEM_9990011152235761,CHILLER,1151 - RTD JUICE,6227 - CHILLED SAUSAGES,SWITCH,PROMO
MEM_9990011152235761,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,3723 - DILUTE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990011152238572,MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,3432 - PANTS DIAPERS,SWITCH,PROMO
MEM_9990011152238572,SNACK,2212 - POTATOES,2213 - EXTRUDED & PELLET,SWITCH,PROMO
MEM_9990011152241949,CHILLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,PROMO
MEM_9990011152241949,NOODLE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990011152241949,PERSONAL CARE,3231 - WOMEN DEO,3222 - BEAUTY LIQUID SOAP,SWITCH,PROMO
MEM_9990011152241949,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990011152242150,CHILLER,2022 - SPECIALTY LIQUID MILK,1113 - MINERAL WATER,SWITCH,PROMO
MEM_9990011152242150,HOUSE HOLD,3516 - DISHWASHING CLEANER,3723 - DILUTE FABRIC CONDITIONER,SWITCH,PROMO
MEM_9990011152242150,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3211 - SHAMPOO,SWITCH,PROMO
MEM_9990011152242150,SANITARY ADULT,3323 - PANTYLINERS,5721 - TOWEL,SWITCH,NON PROMO
MEM_9990011152242150,STAPLE NEED,1711 - MSG ( MONO SODIUM GLUTAMATE ),1611 - POWDER JELLY,SWITCH,PROMO
MEM_9990011152242150,TOOTH CARE,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990011152316300,CHILLER,1151 - RTD JUICE,1112 - CARBONATED DRINK,SWITCH,PROMO
MEM_9990011152316300,HOUSE HOLD,3711 - POWDER DETERGENT,3711 - POWDER DETERGENT,NO_SWITCH,PROMO
MEM_9990011152316300,MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118 - ADULT VITAMINS/SUPLEMENT,NO_SWITCH,PROMO
MEM_9990011152316300,PERSONAL CARE,3211 - SHAMPOO,3211 - SHAMPOO,NO_SWITCH,PROMO
MEM_9990011152316300,SNACK,2212 - POTATOES,2217 - CORN,SWITCH,NON PROMO
MEM_9990011152318787,CHILLER,1151 - RTD JUICE,2023 - TETRAPACK LIQUID MILK,SWITCH,PROMO
MEM_9990011152318787,HOUSE HOLD,3516 - DISHWASHING CLEANER,3711 - POWDER DETERGENT,SWITCH,PROMO
MEM_9990011152318787,NOODLE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990011152318787,STAPLE NEED,1625 - COCONUT MILK,1714 - STOCK SOUP,SWITCH,PROMO
MEM_9990011152319116,CHILLER,6227 - CHILLED SAUSAGES,1115 - REMEDIES DRINK,SWITCH,PROMO
MEM_9990011152319116,CHILLER,6227 - CHILLED SAUSAGES,1115 - REMEDIES DRINK,SWITCH,NON PROMO
MEM_9990011152366023,MILK & DIAPERS,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990011152521374,HOUSE HOLD,3711 - POWDER DETERGENT,3711 - POWDER DETERGENT,NO_SWITCH,PROMO
MEM_9990011152521374,MEDICINE & BABY CARE,3132 - TELON OIL,3416 - BABY LIQUID SOAP,SWITCH,PROMO
MEM_9990011152521374,MILK & DIAPERS,3432 - PANTS DIAPERS,2117 - GROWING UP MILK MAINSTREAM,SWITCH,PROMO
MEM_9990011152521374,PERSONAL CARE,3211 - SHAMPOO,3221 - BAR SOAP,SWITCH,PROMO
MEM_9990011152524541,CHILLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,NON PROMO
MEM_9990011152524541,NOODLE,1911 - INSTANT NOODLE BAG,1912 - INSTANT NOODLE CUP,SWITCH,PROMO
MEM_9990011152524541,NOODLE,1911 - INSTANT NOODLE BAG,1912 - INSTANT NOODLE CUP,SWITCH,NON PROMO
MEM_9990011152524541,SNACK,2212 - POTATOES,2212 - POTATOES,NO_SWITCH,PROMO
MEM_9990011152524541,SNACK,2212 - POTATOES,2212 - POTATOES,NO_SWITCH,NON PROMO
MEM_9990011152524541,STAPLE NEED,1511 - RICE,1521 - PALM COOKING OIL,SWITCH,PROMO
MEM_9990011152524769,CHILLER,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011152524769,HOUSE HOLD,3711 - POWDER DETERGENT,3516 - DISHWASHING CLEANER,SWITCH,PROMO
MEM_9990011152537022,STAPLE NEED,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990011152537136,BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1314 - CHEESE,SWITCH,PROMO
MEM_9990011152537136,BREAKFAST,2021 - SWEETENED CONDENSED MILK,2021 - SWEETENED CONDENSED MILK,NO_SWITCH,PROMO
MEM_9990011152537136,CHILLER,1154 - RTD TEA,6227 - CHILLED SAUSAGES,SWITCH,NON PROMO
MEM_9990011152537136,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3232 - WOMEN PARFUME & EDT,SWITCH,PROMO
MEM_9990011152537136,STAPLE NEED,1723 - SOY SAUCE,1723 - SOY SAUCE,NO_SWITCH,PROMO
MEM_9990011152538263,CHILLER,1113 - MINERAL WATER,2024 - BOTTLE - CAN LIQUID MILK,SWITCH,NON PROMO
MEM_9990011152539400,CHILLER,2024 - BOTTLE - CAN LIQUID MILK,6227 - CHILLED SAUSAGES,SWITCH,PROMO
MEM_9990011152539400,PERSONAL CARE,3251 - BODY LOTION,3234 - WOMEN COLOGNE,SWITCH,PROMO
MEM_9990011152539400,SNACK,2213 - EXTRUDED & PELLET,2213 - EXTRUDED & PELLET,NO_SWITCH,PROMO
MEM_9990011152539400,SNACK,2213 - EXTRUDED & PELLET,2213 - EXTRUDED & PELLET,NO_SWITCH,NON PROMO
MEM_9990011152642194,MILK & DIAPERS,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990011152730751,BCTB (FLOOR),1119 - MINERAL WATER GALON,1119 - MINERAL WATER GALON,NO_SWITCH,NON PROMO
MEM_9990011152730751,BCTB (FLOOR),1119 - MINERAL WATER GALON,1119 - MINERAL WATER GALON,NO_SWITCH,PROMO
MEM_9990011152730751,BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,2323 - BAG CANDY,SWITCH,NON PROMO
MEM_9990011152730751,CHILLER,1116 - VITAMIN DRINK,6227 - CHILLED SAUSAGES,SWITCH,PROMO
MEM_9990011152730751,CHILLER,1116 - VITAMIN DRINK,6227 - CHILLED SAUSAGES,SWITCH,NON PROMO
MEM_9990011152730751,HOUSE HOLD,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011152730751,MEJA KASIR,2332 - BLOCK CHOCOLATE,2332 - BLOCK CHOCOLATE,NO_SWITCH,PROMO
MEM_9990011152730751,MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2122 - BABY BISCUIT & SNACK,SWITCH,PROMO
MEM_9990011152730751,PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,SWITCH,PROMO
MEM_9990011152730751,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990011152730751,STAPLE NEED,1625 - COCONUT MILK,1521 - PALM COOKING OIL,SWITCH,PROMO
MEM_9990011152730751,TOOTH CARE,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990011152733562,MILK & DIAPERS,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990011152733562,SNACK,2212 - POTATOES,2213 - EXTRUDED & PELLET,SWITCH,NON PROMO
MEM_9990011152737742,CHILLER,6212 - YOGHURT,2024 - BOTTLE - CAN LIQUID MILK,SWITCH,NON PROMO
MEM_9990011152737742,MEDICINE & BABY CARE,3425 - TOOTH BRUSH KIDS,3424 - TOOTH PASTE KIDS,SWITCH,NON PROMO
MEM_9990011152737742,MILK & DIAPERS,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990011152737742,TOOTH CARE,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990011152740421,BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990011152740421,BISC & CONFECTIONARY,2226 - SANDWICH BISCUIT,2222 - COOKIES BISCUIT,SWITCH,NON PROMO
MEM_9990011152740421,ICE CREAM,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011152781254,CHILLER,2023 - TETRAPACK LIQUID MILK,1114 - ISOTONIC DRINK,SWITCH,NON PROMO
MEM_9990011152781254,HOUSE HOLD,3721 - BLEACH,3622 - CABINET NAPHTHALENE,SWITCH,NON PROMO
MEM_9990011152782495,STAPLE NEED,1721 - CHILLI,1723 - SOY SAUCE,SWITCH,NON PROMO
MEM_9990011152842814,BISC & CONFECTIONARY,2222 - COOKIES BISCUIT,2222 - COOKIES BISCUIT,NO_SWITCH,NON PROMO
MEM_9990011152843471,ICE CREAM,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011152998521,CHILLER,2023 - TETRAPACK LIQUID MILK,1154 - RTD TEA,SWITCH,PROMO
MEM_9990011152998521,MEDICINE & BABY CARE,3416 - BABY LIQUID SOAP,3116 - DIARRHEA & CONSTIPATION,SWITCH,NON PROMO
MEM_9990011152998521,MILK & DIAPERS,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990011152998521,SNACK,2214 - TRADITIONAL SNACK,2214 - TRADITIONAL SNACK,NO_SWITCH,NON PROMO
MEM_9990011152998749,CHILLER,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990011153055887,BCTB (FLOOR),1119 - MINERAL WATER GALON,1119 - MINERAL WATER GALON,NO_SWITCH,NON PROMO
MEM_9990011153055887,BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011153055887,BREAD CORNER (BC),6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011153055887,BREAKFAST,2021 - SWEETENED CONDENSED MILK,1222 - COFFEE MIX,SWITCH,PROMO
MEM_9990011153055887,CHILLER,2024 - BOTTLE - CAN LIQUID MILK,2023 - TETRAPACK LIQUID MILK,SWITCH,PROMO
MEM_9990011153055887,HOUSE HOLD,3711 - POWDER DETERGENT,3516 - DISHWASHING CLEANER,SWITCH,PROMO
MEM_9990011153055887,MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,"3125 - SALVE, BALM, CREAM & LIQ MEDICINE",SWITCH,PROMO
MEM_9990011153055887,MEJA KASIR,3117 - KIDS VITAMINS,3117 - KIDS VITAMINS,NO_SWITCH,PROMO
MEM_9990011153055887,MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2117 - GROWING UP MILK MAINSTREAM,SWITCH,PROMO
MEM_9990011153055887,NOODLE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990011153055887,PERSONAL CARE,3245 - MOISTURIZER,3222 - BEAUTY LIQUID SOAP,SWITCH,PROMO
MEM_9990011153055887,STAPLE NEED,1521 - PALM COOKING OIL,1523 - MARGARINE & BUTTER,SWITCH,PROMO
MEM_9990011153055887,TOOTH CARE,3272 - TOOTH PASTE,3273 - MOUTHWASH,SWITCH,PROMO
MEM_9990011153056216,CHILLER,1113 - MINERAL WATER,1114 - ISOTONIC DRINK,SWITCH,NON PROMO
MEM_9990011153058470,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,2227 - WAFER BISCUIT,NO_SWITCH,PROMO
MEM_9990011153058470,BREAD CORNER (BC),6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990011153058470,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,NON PROMO
MEM_9990011153058470,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990011153058470,SNACK,2217 - CORN,2212 - POTATOES,SWITCH,NON PROMO
MEM_9990011153058470,STAPLE NEED,1625 - COCONUT MILK,1512 - SUGAR,SWITCH,PROMO
MEM_9990011153058470,TOOTH CARE,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,NON PROMO
MEM_9990011153059141,BISC & CONFECTIONARY,2223 - CRACKER BISCUIT,2223 - CRACKER BISCUIT,NO_SWITCH,PROMO
MEM_9990011153059141,BREAD CORNER (BC),6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990011153059141,CHILLER,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990011153059141,CHILLER,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011153059141,HOUSE HOLD,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011153059141,ICE CREAM,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011153059141,MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,NO_SWITCH,PROMO
MEM_9990011153060022,CHILLER,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011153060022,HOUSE HOLD,3711 - POWDER DETERGENT,3516 - DISHWASHING CLEANER,SWITCH,PROMO
MEM_9990011153060022,ICE CREAM,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,PROMO
MEM_9990011153060022,MEDICINE & BABY CARE,3132 - TELON OIL,3132 - TELON OIL,NO_SWITCH,PROMO
MEM_9990011153060022,MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,NO_SWITCH,PROMO
MEM_9990011153060022,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990011153060022,STAPLE NEED,1723 - SOY SAUCE,1723 - SOY SAUCE,NO_SWITCH,PROMO
MEM_9990011153066570,STAPLE NEED,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990011153717372,BCTB (FLOOR),1119 - MINERAL WATER GALON,1119 - MINERAL WATER GALON,NO_SWITCH,NON PROMO
MEM_9990011153717372,HOUSE HOLD,4251 - CLEANING EQUIPMENT,3724 - IRONING,SWITCH,PROMO
MEM_9990011153717372,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3331 - BEAUTY COTTON,SWITCH,NON PROMO
MEM_9990011154606688,BREAKFAST,2021 - SWEETENED CONDENSED MILK,2021 - SWEETENED CONDENSED MILK,NO_SWITCH,NON PROMO
MEM_9990011156157740,CHILLER,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990011156157740,ICE CREAM,6242 - IMPULSE ICE CREAM,6241 - TAKE HOME ICE CREAM,SWITCH,NON PROMO
MEM_9990011156559710,CHILLER,6227 - CHILLED SAUSAGES,2024 - BOTTLE - CAN LIQUID MILK,SWITCH,NON PROMO
MEM_9990011156559710,HOUSE HOLD,3722 - CONCENTRATE FABRIC CONDITIONER,3722 - CONCENTRATE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990011156559710,MEJA KASIR,4633 - LEISURE BAG,4633 - LEISURE BAG,NO_SWITCH,NON PROMO
MEM_9990011156559710,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990011156559710,STAPLE NEED,1612 - PROCESSED PUDDING,1521 - PALM COOKING OIL,SWITCH,PROMO
