BRAND,SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
HANASUI,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.0,1.0,0.0,7.0,12.33,0.7614,33929.0,30549.0,-0.0996,14.0,37.0,1.6429
HERBORIST,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.0,1.0,0.0,5.5,5.0,-0.0909,39064.0,35387.0,-0.0941,10.0,14.0,0.4
LAVOJOY,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.06,1.01,-0.0472,17.5,32.0,0.8286,44929.0,43271.0,-0.0369,35.0,84.0,1.4
NATUR-E,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,,1.0,,,1.67,,,46900.0,,,5.0,
NIVEA,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.12,1.25,0.1161,40.0,57.33,0.4332,54715.0,55100.0,0.007,77.0,158.0,1.0519
PINKBERRY,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.0,1.0,0.0,4.5,1.67,-0.6289,39522.0,40020.0,0.0126,7.0,5.0,-0.2857
PURBASARI,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.0,1.0,0.0,37.0,23.33,-0.3695,28905.0,28914.0,0.0003,71.0,66.0,-0.0704
SCARLETT,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,,1.0,,,7.0,,,44800.0,,,21.0,
VASELINE,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.12,1.18,0.0536,104.0,140.0,0.3462,55541.0,54035.0,-0.0271,192.0,375.0,0.9531
GRACE AND GLOW,3252C - BODY SERUM 300-600ML,3252 - BODY SERUM,PERSONAL CARE,1.0,2.0,1.0,0.5,0.33,-0.34,65500.0,127500.0,0.9466,1.0,1.0,0.0
HANASUI,3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,1.04,1.05,0.0096,13.0,12.33,-0.0515,16096.0,16338.0,0.015,25.0,36.0,0.44
HERBORIST,3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,1.12,1.08,-0.0357,29.5,31.0,0.0508,24007.0,23002.0,-0.0419,56.0,89.0,0.5893
MUSTIKA RATU,3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,,1.0,,,1.0,,,47667.0,,,3.0,
NATURAL HONEY,3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,,1.14,,,2.33,,,25271.0,,,7.0,
PURBASARI,3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,1.04,1.02,-0.0192,113.0,88.67,-0.2153,20808.0,21335.0,0.0253,186.0,216.0,0.1613
SHINZU'I,3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,1.03,1.05,0.0194,98.5,119.33,0.2115,19362.0,20176.0,0.042,188.0,325.0,0.7287
VIENNA,3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,1.0,1.0,0.0,6.0,5.67,-0.055,28167.0,28353.0,0.0066,12.0,16.0,0.3333
AZARINE,3257A - SUNBLOCK,3257 - SUNBLOCK,PERSONAL CARE,1.0,1.0,0.0,0.5,0.67,0.34,53900.0,58300.0,0.0816,1.0,2.0,1.0
AZZURA,3261A - FOUNDATION,3261 - FOUNDATION,PERSONAL CARE,1.0,,,0.5,,,123000.0,,,1.0,,
IMPLORA,3261A - FOUNDATION,3261 - FOUNDATION,PERSONAL CARE,,1.0,,,0.33,,,23900.0,,,1.0,
MAYBELLINE,3261A - FOUNDATION,3261 - FOUNDATION,PERSONAL CARE,1.0,1.0,0.0,5.0,5.67,0.134,38600.0,44853.0,0.162,9.0,15.0,0.6667
PIXY,3261A - FOUNDATION,3261 - FOUNDATION,PERSONAL CARE,1.0,1.0,0.0,2.5,4.0,0.6,46200.0,46200.0,0.0,5.0,12.0,1.4
SKINTIFIC,3261A - FOUNDATION,3261 - FOUNDATION,PERSONAL CARE,1.0,2.67,1.67,0.5,2.0,3.0,180400.0,488000.0,1.7051,1.0,6.0,5.0
WARDAH,3261A - FOUNDATION,3261 - FOUNDATION,PERSONAL CARE,1.0,1.04,0.04,10.0,8.67,-0.133,45665.0,52131.0,0.1416,20.0,26.0,0.3
AZZURA,3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.28,1.5,0.1719,9.0,1.33,-0.8522,46472.0,53475.0,0.1507,17.0,4.0,-0.7647
IMPLORA,3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,,1.0,,,2.67,,,34088.0,,,7.0,
MARCKS,3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,2.0,1.0,1.0,0.33,-0.67,31200.0,62400.0,1.0,2.0,1.0,-0.5
MARINA,3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.13,1.24,0.0973,19.0,22.33,0.1753,13805.0,14930.0,0.0815,35.0,56.0,0.6
PIGEON,3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.0,0.0,2.0,1.0,-0.5,42500.0,42500.0,0.0,4.0,3.0,-0.25
PIXY,3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.0,0.0,2.5,0.67,-0.732,53240.0,54700.0,0.0274,5.0,2.0,-0.6
SKINTIFIC,3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.0,0.0,0.5,0.33,-0.34,179000.0,176300.0,-0.0151,1.0,1.0,0.0
WARDAH,3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.0,0.0,3.5,4.67,0.3343,62471.0,63064.0,0.0095,7.0,14.0,1.0
PIXY,3262B - REFFIL COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.04,1.0,-0.0385,11.5,8.0,-0.3043,33787.0,32742.0,-0.0309,22.0,23.0,0.0455
WARDAH,3262B - REFFIL COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.09,0.09,7.5,7.33,-0.0227,42487.0,47768.0,0.1243,15.0,22.0,0.4667
AZZURA,3262C - LOOSE POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.38,1.0,-0.2754,6.5,0.33,-0.9492,47592.0,34900.0,-0.2667,13.0,1.0,-0.9231
EMINA,3262C - LOOSE POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.0,0.0,2.0,3.67,0.835,30900.0,31764.0,0.028,4.0,11.0,1.75
HANASUI,3262C - LOOSE POWDER,3262 - COMPACT POWDER,PERSONAL CARE,,1.0,,,1.0,,,33367.0,,,3.0,
MARCKS,3262C - LOOSE POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.06,1.0,-0.0566,8.5,5.33,-0.3729,29347.0,30650.0,0.0444,17.0,16.0,-0.0588
POND'S,3262C - LOOSE POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.12,0.12,1.5,2.67,0.78,28600.0,34250.0,0.1976,3.0,8.0,1.6667
WARDAH,3262C - LOOSE POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.0,0.0,1.5,1.0,-0.3333,44500.0,44500.0,0.0,3.0,3.0,0.0
HANASUI,3264A - EYE,3264 - EYE,PERSONAL CARE,1.0,1.0,0.0,1.0,1.67,0.67,31650.0,13740.0,-0.5659,2.0,5.0,1.5
IMPLORA,3264A - EYE,3264 - EYE,PERSONAL CARE,1.0,1.38,0.38,1.5,2.67,0.78,19200.0,24100.0,0.2552,3.0,6.0,1.0
JUDYDOLL,3264A - EYE,3264 - EYE,PERSONAL CARE,,1.0,,,0.33,,,114000.0,,,1.0,
MAYBELLINE,3264A - EYE,3264 - EYE,PERSONAL CARE,1.06,1.08,0.0189,8.5,4.33,-0.4906,116065.0,114854.0,-0.0104,17.0,13.0,-0.2353
MOKO MOKO,3264A - EYE,3264 - EYE,PERSONAL CARE,1.0,1.0,0.0,1.5,4.33,1.8867,28533.0,29115.0,0.0204,3.0,13.0,3.3333
PINKBERRY,3264A - EYE,3264 - EYE,PERSONAL CARE,1.0,1.0,0.0,2.5,3.67,0.468,30900.0,32618.0,0.0556,5.0,11.0,1.2
VIENNA,3264A - EYE,3264 - EYE,PERSONAL CARE,,1.0,,,0.33,,,20700.0,,,1.0,
VIVA,3264A - EYE,3264 - EYE,PERSONAL CARE,1.04,1.05,0.0096,14.0,12.33,-0.1193,46700.0,47216.0,0.011,24.0,34.0,0.4167
WARDAH,3264A - EYE,3264 - EYE,PERSONAL CARE,1.0,1.0,0.0,2.0,1.33,-0.335,64800.0,50325.0,-0.2234,4.0,4.0,0.0
AZARINE,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.0,1.0,0.0,0.5,0.67,0.34,41500.0,43700.0,0.053,1.0,2.0,1.0
AZZURA,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.06,1.0,-0.0566,8.5,3.0,-0.6471,47559.0,47133.0,-0.009,17.0,9.0,-0.4706
BARENBLISS,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.0,1.0,0.0,1.0,0.67,-0.33,62900.0,63300.0,0.0064,2.0,2.0,0.0
EMINA,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.0,1.07,0.07,4.0,4.67,0.1675,51425.0,57557.0,0.1192,8.0,14.0,0.75
HANASUI,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.25,1.0,-0.2,2.0,4.33,1.165,31850.0,22485.0,-0.294,4.0,13.0,2.25
IMPLORA,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.5,1.3,-0.1333,2.0,3.33,0.665,35250.0,31230.0,-0.114,4.0,10.0,1.5
MAYBELLINE,3265A - LIPS,3265 - LIPS,PERSONAL CARE,,1.0,,,2.67,,,120862.0,,,6.0,
MOKO MOKO,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.0,1.0,0.0,3.5,4.33,0.2371,28614.0,28869.0,0.0089,7.0,13.0,0.8571
OMG,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.5,,,1.0,,,40500.0,,,2.0,,
PINKBERRY,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.0,1.0,0.0,0.5,1.0,1.0,48000.0,56000.0,0.1667,1.0,3.0,2.0
WARDAH,3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.0,1.05,0.05,9.5,6.33,-0.3337,66232.0,69168.0,0.0443,19.0,19.0,0.0
HIMALAYA,3265B - LIP BALM,3265 - LIPS,PERSONAL CARE,1.0,1.14,0.14,0.5,2.33,3.66,20900.0,24786.0,0.1859,1.0,7.0,6.0
LIP ICE,3265B - LIP BALM,3265 - LIPS,PERSONAL CARE,1.12,1.08,-0.0357,24.0,24.67,0.0279,34675.0,33708.0,-0.0279,45.0,70.0,0.5556
NIVEA,3265B - LIP BALM,3265 - LIPS,PERSONAL CARE,1.0,1.0,0.0,18.0,12.33,-0.315,38500.0,38500.0,0.0,36.0,37.0,0.0278
VASELINE,3265B - LIP BALM,3265 - LIPS,PERSONAL CARE,1.0,1.01,0.01,26.0,29.33,0.1281,33594.0,34165.0,0.017,52.0,86.0,0.6538
WARDAH,3265B - LIP BALM,3265 - LIPS,PERSONAL CARE,1.0,1.02,0.02,13.0,19.33,0.4869,35012.0,35036.0,0.0007,26.0,58.0,1.2308
IMPLORA,3266A - NAIL,3266 - NAIL,PERSONAL CARE,3.0,1.0,-0.6667,0.5,0.33,-0.34,91500.0,33900.0,-0.6295,1.0,1.0,0.0
GILLETTE,3281A - RAZOR,3281 - RAZOR,PERSONAL CARE,1.0,1.07,0.07,15.5,10.0,-0.3548,26603.0,36220.0,0.3615,31.0,28.0,-0.0968
VENUS,3281A - RAZOR,3281 - RAZOR,PERSONAL CARE,1.0,1.0,0.0,0.5,0.33,-0.34,95000.0,95000.0,0.0,1.0,1.0,0.0
ALFAMART,3282A - DISPOSABLE RAZOR,3282 - DISPOSABLE RAZOR,PERSONAL CARE,1.05,1.04,-0.0095,54.0,56.67,0.0494,9819.0,11412.0,0.1622,105.0,166.0,0.581
GILLETTE,3282A - DISPOSABLE RAZOR,3282 - DISPOSABLE RAZOR,PERSONAL CARE,1.05,1.05,0.0,327.5,318.67,-0.027,20767.0,21257.0,0.0236,617.0,864.0,0.4003
SCHICK,3282A - DISPOSABLE RAZOR,3282 - DISPOSABLE RAZOR,PERSONAL CARE,1.0,1.0,0.0,1.5,4.0,1.6667,19467.0,22217.0,0.1413,3.0,12.0,3.0
GILLETTE,3283A - REFILL RAZOR,3283 - REFILL RAZOR,PERSONAL CARE,1.06,1.0,-0.0566,26.5,34.0,0.283,26779.0,25483.0,-0.0484,51.0,97.0,0.902
GILLETTE,3284A - SHAVING CARE,3284 - SHAVING CARE,PERSONAL CARE,1.0,1.0,0.0,3.5,3.67,0.0486,46971.0,52082.0,0.1088,6.0,11.0,0.8333
ALFAMART,3331A - BEAUTY COTTON,3331 - BEAUTY COTTON,PERSONAL CARE,1.03,1.07,0.0388,232.5,202.33,-0.1298,11067.0,11091.0,0.0022,431.0,542.0,0.2575
SELECTION,3331A - BEAUTY COTTON,3331 - BEAUTY COTTON,PERSONAL CARE,1.05,1.05,0.0,632.0,642.0,0.0158,13014.0,12249.0,-0.0588,1163.0,1671.0,0.4368
ALFA,4271A - BATHROOM ACCESSORIES,4271 - BATHROOM ACCESSORIES,PERSONAL CARE,,1.0,,,5.0,,,22900.0,,,15.0,
ALFAMART,4271A - BATHROOM ACCESSORIES,4271 - BATHROOM ACCESSORIES,PERSONAL CARE,1.02,1.01,-0.0098,43.5,29.67,-0.3179,16982.0,16630.0,-0.0207,86.0,87.0,0.0116
NINA,3321A - SANITARY NAPKINS WINGS 5-9S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,2.0,1.0,-0.5,1.0,0.33,-0.67,78000.0,39000.0,-0.5,2.0,1.0,-0.5
CHARM,3321B - SANITARY NAPKINS WINGS 10-19S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.11,1.11,0.0,578.5,502.0,-0.1322,21912.0,21675.0,-0.0108,1039.0,1294.0,0.2454
LAURIER,3321B - SANITARY NAPKINS WINGS 10-19S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.1,1.09,-0.0091,443.5,410.67,-0.074,23934.0,24977.0,0.0436,784.0,1019.0,0.2997
NINA,3321B - SANITARY NAPKINS WINGS 10-19S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,,1.0,,,0.67,,,30000.0,,,2.0,
POKANA,3321B - SANITARY NAPKINS WINGS 10-19S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.08,1.07,-0.0093,32.0,23.67,-0.2603,33422.0,33189.0,-0.007,54.0,60.0,0.1111
SOFTEX,3321B - SANITARY NAPKINS WINGS 10-19S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.04,1.04,0.0,240.5,409.33,0.702,27235.0,24513.0,-0.0999,429.0,1050.0,1.4476
YOONA,3321B - SANITARY NAPKINS WINGS 10-19S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,2.0,1.29,-0.355,1.0,2.33,1.33,65000.0,39743.0,-0.3886,2.0,6.0,2.0
CHARM,3321C - SANITARY NAPKINS WINGS 20-30S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.08,1.07,-0.0093,379.5,439.67,0.1586,31229.0,31685.0,0.0146,702.0,1168.0,0.6638
HERS,3321C - SANITARY NAPKINS WINGS 20-30S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.09,1.08,-0.0092,549.5,581.67,0.0585,17668.0,17600.0,-0.0038,975.0,1412.0,0.4482
LAURIER,3321C - SANITARY NAPKINS WINGS 20-30S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.06,1.08,0.0189,227.5,234.33,0.03,27186.0,27335.0,0.0055,419.0,622.0,0.4845
SOFTEX,3321C - SANITARY NAPKINS WINGS 20-30S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.04,1.04,0.0,409.0,411.33,0.0057,21445.0,21306.0,-0.0065,762.0,1096.0,0.4383
CHARM,3322B - SANITARY NAPKINS NON WINGS 10-19S,3322 - SANITARY NAPKINS NON WINGS,SANITARY ADULT,1.09,1.07,-0.0183,369.5,327.67,-0.1132,18134.0,17428.0,-0.0389,662.0,874.0,0.3202
SOFTEX,3322B - SANITARY NAPKINS NON WINGS 10-19S,3322 - SANITARY NAPKINS NON WINGS,SANITARY ADULT,1.0,1.12,0.12,2.5,2.67,0.068,25900.0,29138.0,0.125,5.0,7.0,0.4
CHARM,3322C - SANITARY NAPKINS NON WINGS 20-30S,3322 - SANITARY NAPKINS NON WINGS,SANITARY ADULT,1.09,1.05,-0.0367,134.0,120.0,-0.1045,24850.0,23857.0,-0.04,248.0,311.0,0.254
LAURIER,3322C - SANITARY NAPKINS NON WINGS 20-30S,3322 - SANITARY NAPKINS NON WINGS,SANITARY ADULT,1.05,1.12,0.0667,192.0,194.33,0.0121,21055.0,22452.0,0.0664,351.0,481.0,0.3704
SOFTEX,3322C - SANITARY NAPKINS NON WINGS 20-30S,3322 - SANITARY NAPKINS NON WINGS,SANITARY ADULT,1.08,1.1,0.0185,144.5,158.67,0.0981,17596.0,17944.0,0.0198,256.0,410.0,0.6016
CAREFREE,3323A - PANTYLINERS,3323 - PANTYLINERS,SANITARY ADULT,1.0,1.07,0.07,3.5,4.67,0.3343,25900.0,28614.0,0.1048,5.0,12.0,1.4
CHARM,3323A - PANTYLINERS,3323 - PANTYLINERS,SANITARY ADULT,1.14,1.12,-0.0175,298.0,279.33,-0.0627,25767.0,25257.0,-0.0198,502.0,656.0,0.3068
KOTEX,3323A - PANTYLINERS,3323 - PANTYLINERS,SANITARY ADULT,1.12,1.18,0.0536,102.5,113.0,0.1024,22102.0,23187.0,0.0491,179.0,256.0,0.4302
LAURIER,3323A - PANTYLINERS,3323 - PANTYLINERS,SANITARY ADULT,1.07,1.07,0.0,263.5,282.0,0.0702,15385.0,15269.0,-0.0075,484.0,716.0,0.4793
NINA,3323A - PANTYLINERS,3323 - PANTYLINERS,SANITARY ADULT,,1.33,,,2.0,,,27867.0,,,6.0,
SOFTEX,3323A - PANTYLINERS,3323 - PANTYLINERS,SANITARY ADULT,1.11,1.14,0.027,683.0,764.0,0.1186,14373.0,14921.0,0.0381,1135.0,1777.0,0.5656
YOONA,3323A - PANTYLINERS,3323 - PANTYLINERS,SANITARY ADULT,1.0,1.0,0.0,2.5,1.33,-0.468,25980.0,26775.0,0.0306,5.0,3.0,-0.4
ALFAMART,3324A - ADULT DIAPERS TAPED,3324 - ADULT DIAPERS,SANITARY ADULT,1.29,1.22,-0.0543,31.5,30.0,-0.0476,52551.0,49381.0,-0.0603,49.0,63.0,0.2857
CERTAINTY,3324A - ADULT DIAPERS TAPED,3324 - ADULT DIAPERS,SANITARY ADULT,1.41,1.5,0.0638,102.0,86.67,-0.1503,57994.0,62053.0,0.07,116.0,138.0,0.1897
CONFIDENCE,3324A - ADULT DIAPERS TAPED,3324 - ADULT DIAPERS,SANITARY ADULT,1.3,1.38,0.0615,118.0,100.67,-0.1469,62239.0,66123.0,0.0624,128.0,173.0,0.3516
LIFREE,3324A - ADULT DIAPERS TAPED,3324 - ADULT DIAPERS,SANITARY ADULT,1.48,1.41,-0.0473,116.5,116.0,-0.0043,88957.0,84688.0,-0.048,97.0,143.0,0.4742
OTO,3324A - ADULT DIAPERS TAPED,3324 - ADULT DIAPERS,SANITARY ADULT,1.24,1.26,0.0161,68.0,66.0,-0.0294,56789.0,56995.0,0.0036,83.0,124.0,0.494
ALFA,3324B - ADULT DIAPERS PANTS,3324 - ADULT DIAPERS,SANITARY ADULT,1.35,1.44,0.0667,31.5,19.67,-0.3756,67897.0,72551.0,0.0685,47.0,43.0,-0.0851
CERTAINTY,3324B - ADULT DIAPERS PANTS,3324 - ADULT DIAPERS,SANITARY ADULT,1.23,1.25,0.0163,23.5,33.67,0.4328,69723.0,70248.0,0.0075,38.0,60.0,0.5789
CONFIDENCE,3324B - ADULT DIAPERS PANTS,3324 - ADULT DIAPERS,SANITARY ADULT,1.41,1.45,0.0284,192.0,169.0,-0.1198,101602.0,104103.0,0.0246,222.0,292.0,0.3153
HAPPILY,3324B - ADULT DIAPERS PANTS,3324 - ADULT DIAPERS,SANITARY ADULT,,1.12,,,5.67,,,65453.0,,,16.0,
LIFREE,3324B - ADULT DIAPERS PANTS,3324 - ADULT DIAPERS,SANITARY ADULT,1.39,1.52,0.0935,136.5,162.67,0.1917,123878.0,137716.0,0.1117,148.0,246.0,0.6622
OTO,3324B - ADULT DIAPERS PANTS,3324 - ADULT DIAPERS,SANITARY ADULT,1.25,1.43,0.144,103.0,96.0,-0.068,83077.0,93427.0,0.1246,110.0,139.0,0.2636
CHARM,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.39,1.36,-0.0216,681.5,586.0,-0.1401,31090.0,30765.0,-0.0105,1165.0,1356.0,0.1639
LADIS,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.63,1.76,0.0798,108.0,114.67,0.0618,19418.0,20936.0,0.0782,145.0,219.0,0.5103
LAURIER,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.17,1.27,0.0855,292.5,315.0,0.0769,17175.0,20716.0,0.2062,537.0,783.0,0.4581
SOFTEX,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.56,1.45,-0.0705,244.5,354.33,0.4492,39134.0,34062.0,-0.1296,408.0,874.0,1.1422
YOONA,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.0,1.83,0.83,1.0,2.0,1.0,32500.0,58017.0,0.7851,2.0,6.0,2.0
CHARM,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.15,1.14,-0.0087,1046.0,1073.67,0.0265,24327.0,24439.0,0.0046,1867.0,2651.0,0.4199
HERS,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.18,1.17,-0.0085,1082.0,1041.0,-0.0379,21271.0,21122.0,-0.007,1850.0,2455.0,0.327
LAURIER,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.16,1.15,-0.0086,761.0,772.67,0.0153,25250.0,24679.0,-0.0226,1326.0,1902.0,0.4344
POKANA,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.16,1.15,-0.0086,19.0,15.67,-0.1753,35895.0,35617.0,-0.0077,32.0,39.0,0.2188
SOFTEX,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.19,1.22,0.0252,1100.5,1081.67,-0.0171,27529.0,28065.0,0.0195,1937.0,2681.0,0.3841
ALFAMART,4261A - CLOTHING ACCESSORIES,4261 - CLOTHING ACCESSORIES,SANITARY ADULT,1.29,1.31,0.0155,3.5,4.33,0.2371,28729.0,25377.0,-0.1167,7.0,13.0,0.8571
ALFAMART,5512A - LADIES PANTIES,5512 - LADIES PANTY,SANITARY ADULT,1.06,1.05,-0.0094,17.0,12.67,-0.2547,45953.0,44605.0,-0.0293,33.0,36.0,0.0909
SCORLINES,5512A - LADIES PANTIES,5512 - LADIES PANTY,SANITARY ADULT,1.12,1.06,-0.0536,46.5,37.67,-0.1899,35265.0,34012.0,-0.0355,86.0,110.0,0.2791
ALFAMART,5516A - MENS T-SHIRT UNDERWEAR,5516 - MEN UNDERWEAR,SANITARY ADULT,1.17,1.13,-0.0342,6.0,5.0,-0.1667,50300.0,51687.0,0.0276,12.0,12.0,0.0
SCORLINES,5516A - MENS T-SHIRT UNDERWEAR,5516 - MEN UNDERWEAR,SANITARY ADULT,1.28,1.1,-0.1406,9.0,6.67,-0.2589,44928.0,38965.0,-0.1327,18.0,20.0,0.1111
SCORLINES,5516B - MENS SINGLET UNDERWEAR,5516 - MEN UNDERWEAR,SANITARY ADULT,1.18,1.06,-0.1017,5.5,6.0,0.0909,39691.0,37606.0,-0.0525,11.0,18.0,0.6364
ALFA,5516C - MENS PANTS UNDERWEAR,5516 - MEN UNDERWEAR,SANITARY ADULT,1.16,1.14,-0.0172,28.0,23.67,-0.1546,43520.0,44993.0,0.0338,56.0,69.0,0.2321
GTMAN,5516C - MENS PANTS UNDERWEAR,5516 - MEN UNDERWEAR,SANITARY ADULT,1.05,1.0,-0.0476,11.0,13.33,0.2118,90027.0,83635.0,-0.071,22.0,39.0,0.7727
SCORLINES,5516C - MENS PANTS UNDERWEAR,5516 - MEN UNDERWEAR,SANITARY ADULT,1.0,1.0,0.0,0.5,1.0,1.0,18900.0,26500.0,0.4021,1.0,3.0,2.0
ALFAMART,5721B - TOWEL,5721 - TOWEL,SANITARY ADULT,1.11,1.04,-0.0631,23.0,23.0,0.0,49935.0,51094.0,0.0232,45.0,67.0,0.4889
LOVELY TERRY,5721B - TOWEL,5721 - TOWEL,SANITARY ADULT,1.06,1.02,-0.0377,8.5,15.33,0.8035,25659.0,22485.0,-0.1237,17.0,45.0,1.6471
TONG GARDEN,2211A - PEANUTS 10-49G,2211 - PEANUTS,SNACK,1.09,1.23,0.1284,58.5,10.0,-0.8291,9526.0,12883.0,0.3524,100.0,30.0,-0.7
YAVA,2211A - PEANUTS 10-49G,2211 - PEANUTS,SNACK,2.7,1.29,-0.5222,5.0,2.33,-0.534,50590.0,23014.0,-0.5451,8.0,7.0,-0.125
ALFAMART,2211B - PEANUTS 50-95G,2211 - PEANUTS,SNACK,1.16,1.11,-0.0431,102.0,116.0,0.1373,20900.0,20449.0,-0.0216,188.0,288.0,0.5319
DUA KELINCI,2211B - PEANUTS 50-95G,2211 - PEANUTS,SNACK,1.18,1.17,-0.0085,94.0,89.67,-0.0461,10972.0,11064.0,0.0084,142.0,222.0,0.5634
GARUDA,2211B - PEANUTS 50-95G,2211 - PEANUTS,SNACK,1.1,1.1,0.0,134.5,118.67,-0.1177,12338.0,12335.0,-0.0002,250.0,333.0,0.332
POETRI BALI,2211B - PEANUTS 50-95G,2211 - PEANUTS,SNACK,,1.25,,,2.67,,,13625.0,,,7.0,
ALFAMART,2211C - PEANUTS 100-190G,2211 - PEANUTS,SNACK,1.18,1.16,-0.0169,323.5,315.67,-0.0242,17715.0,17332.0,-0.0216,566.0,796.0,0.4064
DUA KELINCI,2211C - PEANUTS 100-190G,2211 - PEANUTS,SNACK,1.18,1.34,0.1356,620.5,691.67,0.1147,15549.0,17127.0,0.1015,1053.0,1736.0,0.6486
GARUDA,2211C - PEANUTS 100-190G,2211 - PEANUTS,SNACK,1.12,1.12,0.0,446.0,390.33,-0.1248,12430.0,12549.0,0.0096,768.0,1003.0,0.306
