SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
3231B - WOMEN DEO STICK,3231 - WOMEN DEO,PERSONAL CARE,1.28,1.33,0.0391,12.5,3.0,-0.76,1.04,1.12,0.0769,24424.0,55089.0,1.2555,25401.0,61700.0,1.429,24.0,8.0,-0.6667
3231C - WOMEN DEO AEROSOL,3231 - WOMEN DEO,PERSONAL CARE,1.0,1.18,0.18,2.5,3.67,0.468,1.0,1.1,0.1,63900.0,76991.0,0.2049,63900.0,84690.0,0.3254,5.0,10.0,1.0
3232A - WOMEN PARFUME & EDT,3232 - WOMEN PARFUME & EDT,PERSONAL CARE,1.05,1.05,0.0,310.5,348.67,0.1229,1.11,1.19,0.0721,44944.0,42148.0,-0.0622,49888.0,50156.0,0.0054,558.0,877.0,0.5717
3233A - WOMEN BODY SPRAY,3233 - WOMEN BODY SPRAY,PERSONAL CARE,1.03,1.06,0.0291,69.0,60.33,-0.1257,1.1,1.2,0.0909,24920.0,25848.0,0.0372,27412.0,31018.0,0.1315,125.0,151.0,0.208
3234A - WOMEN COLOGNE 50-100ML,3234 - WOMEN COLOGNE,PERSONAL CARE,1.12,1.18,0.0536,137.5,186.67,0.3576,1.1,1.28,0.1636,17428.0,18608.0,0.0677,19171.0,23818.0,0.2424,249.0,436.0,0.751
3234B - WOMEN COLOGNE 120-200ML,3234 - WOMEN COLOGNE,PERSONAL CARE,1.03,1.04,0.0097,19.5,16.33,-0.1626,1.03,1.07,0.0388,28644.0,29367.0,0.0252,29503.0,31423.0,0.0651,38.0,46.0,0.2105
3235A - MEN DEO ROLL ON,3235 - MEN DEO ROLL ON,PERSONAL CARE,1.19,1.22,0.0252,504.5,553.33,0.0968,1.11,1.19,0.0721,24990.0,24895.0,-0.0038,27739.0,29625.0,0.068,912.0,1391.0,0.5252
3236A - MEN DEO SPRAY,3236 - MEN DEO SPRAY,PERSONAL CARE,,1.0,,,1.67,,,1.0,,,63120.0,,,63120.0,,,5.0,
3237A - MEN BODY SPRAY,3237 - MEN BODY SPRAY,PERSONAL CARE,1.11,1.11,0.0,57.0,64.33,0.1286,1.12,1.16,0.0357,30804.0,31467.0,0.0215,34500.0,36502.0,0.058,102.0,167.0,0.6373
3238A - MEN COLOGNE 50-100ML,3238 - MEN COLOGNE,PERSONAL CARE,1.02,1.04,0.0196,21.5,28.0,0.3023,1.1,1.14,0.0364,17486.0,18225.0,0.0423,19235.0,20776.0,0.0801,39.0,74.0,0.8974
3239A - MEN PARFUME & EDT,3239 - MEN PARFUME & EDT,PERSONAL CARE,1.06,1.05,-0.0094,139.5,154.33,0.1063,1.12,1.2,0.0714,38214.0,38299.0,0.0022,42800.0,45959.0,0.0738,248.0,386.0,0.5565
3240A - FACE SUNSCREEN,3240 - SUNSCREEN,PERSONAL CARE,1.06,1.12,0.0566,258.0,278.67,0.0801,1.08,1.15,0.0648,42456.0,44337.0,0.0443,45852.0,50988.0,0.112,478.0,729.0,0.5251
3241A - FACIAL WASH SOAP WOMEN 20-60G,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.02,1.03,0.0098,183.5,149.0,-0.188,1.06,1.11,0.0472,27606.0,24319.0,-0.1191,29262.0,26994.0,-0.0775,347.0,404.0,0.1643
3241B - FACIAL WASH SOAP WOMEN 70-125G,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.2,1.37,0.1417,785.0,883.33,0.1253,1.16,1.3,0.1207,43164.0,51191.0,0.186,50070.0,66548.0,0.3291,1354.0,2044.0,0.5096
3241C - FACIAL WASH SOAP WOMEN 150-250G,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.0,1.17,0.17,1.0,2.0,1.0,1.0,1.0,0.0,132800.0,155533.0,0.1712,132800.0,155533.0,0.1712,2.0,6.0,2.0
3241D - FACIAL CLEANSER PAPER,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.09,1.06,-0.0275,17.0,21.67,0.2747,1.0,1.07,0.07,20950.0,21995.0,0.0499,20950.0,23535.0,0.1234,34.0,61.0,0.7941
3241E - FACIAL BAR SOAP,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.12,1.11,-0.0089,154.0,137.33,-0.1082,1.16,1.27,0.0948,23309.0,23923.0,0.0263,27038.0,30382.0,0.1237,265.0,324.0,0.2226
3242A - FACIAL CLEANSER MILK,3242 - FACIAL CLEANSER MILK,PERSONAL CARE,1.04,1.03,-0.0096,56.5,60.67,0.0738,1.06,1.09,0.0283,17195.0,17132.0,-0.0037,18227.0,18674.0,0.0245,107.0,167.0,0.5607
3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,1.06,1.06,0.0,111.0,119.0,0.0721,1.09,1.14,0.0459,20559.0,22508.0,0.0948,22409.0,25659.0,0.145,203.0,313.0,0.5419
3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.07,1.08,0.0093,321.5,319.33,-0.0067,1.22,1.15,-0.0574,39238.0,40158.0,0.0234,47870.0,46182.0,-0.0353,527.0,834.0,0.5825
3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.09,1.13,0.0367,66.5,60.0,-0.0977,1.12,1.16,0.0357,37027.0,39641.0,0.0706,41470.0,45984.0,0.1088,119.0,155.0,0.3025
3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.06,1.08,0.0189,134.0,148.67,0.1095,1.09,1.21,0.1101,53099.0,54175.0,0.0203,57878.0,65552.0,0.1326,247.0,369.0,0.4939
3245C - MOISTURIZER 75-100G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,41800.0,42967.0,0.0279,41800.0,42967.0,0.0279,1.0,3.0,2.0
3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.0,1.04,0.04,22.5,28.33,0.2591,1.07,1.13,0.0561,66944.0,59856.0,-0.1059,71630.0,67637.0,-0.0557,42.0,75.0,0.7857
3246B - SHEET MASK,3246 - FACE MASK,PERSONAL CARE,5.0,4.55,-0.09,2.0,6.67,2.335,1.0,1.25,0.25,108350.0,38330.0,-0.6462,108350.0,47912.0,-0.5578,4.0,16.0,3.0
3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,1.0,1.1,0.1,6.0,6.67,0.1117,1.09,1.25,0.1468,27933.0,35135.0,0.2578,30447.0,43919.0,0.4425,11.0,16.0,0.4545
3247B - ANTI ACNE PLESTER,3247 - ANTI ACNE,PERSONAL CARE,1.24,1.32,0.0645,133.0,141.67,0.0652,1.29,1.36,0.0543,24061.0,25536.0,0.0613,31039.0,34729.0,0.1189,207.0,313.0,0.5121
3248A - MEN FACIAL WASH SOAP 40-90G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.03,1.0,-0.0291,15.5,9.67,-0.3761,1.0,1.04,0.04,29832.0,30421.0,0.0197,29832.0,31638.0,0.0605,31.0,28.0,-0.0968
3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.07,1.08,0.0093,353.5,333.67,-0.0561,1.12,1.19,0.0625,44600.0,45569.0,0.0217,49952.0,54227.0,0.0856,631.0,843.0,0.336
3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.09,1.07,-0.0183,54.0,60.33,0.1172,1.16,1.25,0.0776,45712.0,45606.0,-0.0023,53026.0,57008.0,0.0751,93.0,145.0,0.5591
3251A - BODY LOTION 100-150ML,3251 - BODY LOTION,PERSONAL CARE,1.03,1.0,-0.0291,15.5,20.33,0.3116,1.03,1.05,0.0194,28652.0,20864.0,-0.2718,29512.0,21907.0,-0.2577,30.0,58.0,0.9333
3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.11,1.11,0.0,464.0,453.67,-0.0223,1.11,1.16,0.045,25106.0,25551.0,0.0177,27868.0,29639.0,0.0635,835.0,1173.0,0.4048
3251C - BODY LOTION 300-600ML,3251 - BODY LOTION,PERSONAL CARE,1.39,1.24,-0.1079,162.0,182.0,0.1235,1.06,1.16,0.0943,29852.0,25123.0,-0.1584,31643.0,29143.0,-0.079,305.0,472.0,0.5475
3251E - BODY MASSAGE,3251 - BODY LOTION,PERSONAL CARE,1.01,1.08,0.0693,84.0,75.33,-0.1032,1.14,1.19,0.0439,24543.0,26450.0,0.0777,27979.0,31476.0,0.125,147.0,190.0,0.2925
3251F - BODY TREATMENT,3251 - BODY LOTION,PERSONAL CARE,1.04,1.02,-0.0192,26.5,30.0,0.1321,1.02,1.03,0.0098,50321.0,47930.0,-0.0475,51327.0,49368.0,-0.0382,52.0,87.0,0.6731
3252A - BODY SERUM 100-150ML,3252 - BODY SERUM,PERSONAL CARE,1.0,1.0,0.0,21.5,20.67,-0.0386,1.1,1.19,0.0818,34300.0,35945.0,0.048,37730.0,42775.0,0.1337,39.0,52.0,0.3333
3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.09,1.14,0.0459,121.0,164.67,0.3609,1.05,1.13,0.0762,43992.0,47612.0,0.0823,46192.0,53802.0,0.1647,230.0,439.0,0.9087
3252C - BODY SERUM 300-600ML,3252 - BODY SERUM,PERSONAL CARE,,1.0,,,1.0,,,1.0,,,62500.0,,,62500.0,,,3.0,
3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,1.09,1.07,-0.0183,224.0,199.33,-0.1101,1.1,1.11,0.0091,21473.0,22025.0,0.0257,23620.0,24448.0,0.0351,408.0,538.0,0.3186
3257A - SUNBLOCK,3257 - SUNBLOCK,PERSONAL CARE,1.0,1.0,0.0,0.5,1.33,1.66,1.0,1.0,0.0,53900.0,58300.0,0.0816,53900.0,58300.0,0.0816,1.0,4.0,3.0
3261A - FOUNDATION,3261 - FOUNDATION,PERSONAL CARE,1.0,1.0,0.0,12.0,9.0,-0.25,1.0,1.0,0.0,71500.0,63848.0,-0.107,71500.0,63848.0,-0.107,24.0,27.0,0.125
3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.15,1.12,-0.0261,23.0,26.0,0.1304,1.05,1.11,0.0571,34111.0,23217.0,-0.3194,35817.0,25771.0,-0.2805,44.0,70.0,0.5909
3262B - REFFIL COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.0,0.0,14.0,13.67,-0.0236,1.0,1.0,0.0,39346.0,38898.0,-0.0114,39346.0,38898.0,-0.0114,28.0,41.0,0.4643
3262C - LOOSE POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.23,1.03,-0.1626,15.5,12.33,-0.2045,1.03,1.03,0.0,37494.0,31919.0,-0.1487,38619.0,32877.0,-0.1487,30.0,36.0,0.2
3264A - EYE,3264 - EYE,PERSONAL CARE,1.14,1.11,-0.0263,25.5,27.67,0.0851,1.06,1.06,0.0,50188.0,66271.0,0.3205,53199.0,70247.0,0.3205,48.0,78.0,0.625
3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.1,1.14,0.0364,24.5,19.67,-0.1971,1.04,1.04,0.0,47378.0,52203.0,0.1018,49273.0,54291.0,0.1018,47.0,57.0,0.2128
3265B - LIP BALM,3265 - LIPS,PERSONAL CARE,1.05,1.02,-0.0286,30.5,34.0,0.1148,1.07,1.01,-0.0561,34272.0,33443.0,-0.0242,36671.0,33777.0,-0.0789,57.0,101.0,0.7719
3266A - NAIL,3266 - NAIL,PERSONAL CARE,1.0,,,1.5,,,1.0,,,30500.0,,,30500.0,,,3.0,,
3281A - RAZOR,3281 - RAZOR,PERSONAL CARE,1.05,1.03,-0.019,10.5,10.33,-0.0162,1.0,1.0,0.0,41114.0,34677.0,-0.1566,41114.0,34677.0,-0.1566,21.0,31.0,0.4762
3282A - DISPOSABLE RAZOR,3282 - DISPOSABLE RAZOR,PERSONAL CARE,1.03,1.03,0.0,332.0,335.67,0.0111,1.05,1.09,0.0381,20065.0,19532.0,-0.0266,21068.0,21290.0,0.0105,630.0,926.0,0.4698
3283A - REFILL RAZOR,3283 - REFILL RAZOR,PERSONAL CARE,1.0,1.03,0.03,19.5,26.33,0.3503,1.03,1.11,0.0777,26428.0,27777.0,0.051,27221.0,30832.0,0.1327,38.0,71.0,0.8684
3284A - SHAVING CARE,3284 - SHAVING CARE,PERSONAL CARE,1.0,1.0,0.0,3.0,3.67,0.2233,1.0,1.0,0.0,46900.0,50082.0,0.0678,46900.0,50082.0,0.0678,6.0,11.0,0.8333
3331A - BEAUTY COTTON,3331 - BEAUTY COTTON,PERSONAL CARE,1.08,1.07,-0.0093,851.0,845.33,-0.0067,1.15,1.19,0.0348,12273.0,12228.0,-0.0037,14114.0,14551.0,0.031,1479.0,2124.0,0.4361
4271A - BATHROOM ACCESSORIES,4271 - BATHROOM ACCESSORIES,PERSONAL CARE,1.0,1.04,0.04,35.0,35.0,0.0,1.06,1.05,-0.0094,16306.0,17150.0,0.0518,17284.0,18008.0,0.0419,66.0,100.0,0.5152
1511A - RICE BAG 1-3KG,1511 - RICE,STAPLE NEED,1.24,1.13,-0.0887,714.5,128.0,-0.8209,1.43,1.23,-0.1399,49010.0,48244.0,-0.0156,70084.0,59340.0,-0.1533,1000.0,312.0,-0.688
1511B - RICE BAG 5KG,1511 - RICE,STAPLE NEED,1.26,1.25,-0.0079,5740.5,2430.0,-0.5767,1.81,1.51,-0.1657,94029.0,93831.0,-0.0021,170192.0,141685.0,-0.1675,6331.0,4840.0,-0.2355
1512C - SUGAR BAG 1KG,1512 - SUGAR,STAPLE NEED,1.72,1.87,0.0872,4982.5,5153.0,0.0342,1.86,2.09,0.1237,30081.0,32554.0,0.0822,55951.0,68038.0,0.216,5358.0,7408.0,0.3826
1512E - OTHERS SUGAR,1512 - SUGAR,STAPLE NEED,1.07,1.08,0.0093,149.0,139.67,-0.0626,1.15,1.2,0.0435,19276.0,19186.0,-0.0047,22167.0,23023.0,0.0386,260.0,350.0,0.3462
1513A - FLOUR,1513 - FLOUR,STAPLE NEED,1.13,1.17,0.0354,657.5,734.67,0.1174,1.17,1.3,0.1111,17121.0,17780.0,0.0385,20032.0,23114.0,0.1539,1122.0,1697.0,0.5125
1513B - OTHER FLOUR,1513 - FLOUR,STAPLE NEED,1.21,1.22,0.0083,675.5,735.67,0.0891,1.15,1.25,0.087,12230.0,12213.0,-0.0014,14064.0,15266.0,0.0855,1174.0,1763.0,0.5017
1521B - PALM COOKING OIL POUCH 900-1000ML,1521 - PALM COOKING OIL,STAPLE NEED,1.12,1.16,0.0357,549.0,867.0,0.5792,1.21,1.37,0.1322,23185.0,23719.0,0.023,28054.0,32495.0,0.1583,909.0,1898.0,1.088
1521C - PALM COOKING OIL POUCH 1800-2000ML,1521 - PALM COOKING OIL,STAPLE NEED,1.41,1.43,0.0142,5055.5,5809.67,0.1492,1.57,1.89,0.2038,58356.0,59209.0,0.0146,91619.0,111905.0,0.2214,6422.0,9243.0,0.4393
1521F - PALM COOKING OIL BOTTLE 800-1000ML,1521 - PALM COOKING OIL,STAPLE NEED,1.14,1.17,0.0263,935.0,681.67,-0.2709,1.3,1.34,0.0308,23668.0,24462.0,0.0335,30768.0,32779.0,0.0654,1438.0,1526.0,0.0612
1521G - PALM COOKING OIL BOTTLE 2L,1521 - PALM COOKING OIL,STAPLE NEED,1.3,1.31,0.0077,1485.5,1481.0,-0.003,1.38,1.55,0.1232,53820.0,54031.0,0.0039,74272.0,83748.0,0.1276,2159.0,2869.0,0.3289
1522A - OTHERS COOKING OIL,1522 - OTHER COOKING OIL,STAPLE NEED,1.32,1.23,-0.0682,75.0,43.67,-0.4177,1.17,1.22,0.0427,85070.0,86388.0,0.0155,99532.0,105393.0,0.0589,128.0,107.0,-0.1641
1523A - MARGARINE & BUTTER CUP 250-350G,1523 - MARGARINE & BUTTER,STAPLE NEED,1.15,1.1,-0.0435,330.5,318.67,-0.0358,1.09,1.16,0.0642,14764.0,15259.0,0.0335,16093.0,17700.0,0.0999,605.0,821.0,0.357
1523B - MARGARINE & BUTTER BAG 200G,1523 - MARGARINE & BUTTER,STAPLE NEED,1.36,1.39,0.0221,1756.0,2106.33,0.1995,1.27,1.43,0.126,12030.0,11656.0,-0.0311,15278.0,16668.0,0.091,2776.0,4426.0,0.5944
1531A - SEED & BEAN SACHET 40-90G,1531 - SEED & BEAN,STAPLE NEED,1.35,1.28,-0.0519,41.0,37.33,-0.0895,1.08,1.24,0.1481,13572.0,12891.0,-0.0502,14658.0,15985.0,0.0905,76.0,90.0,0.1842
1531B - SEED & BEAN BAG 100-250G,1531 - SEED & BEAN,STAPLE NEED,1.11,1.09,-0.018,46.5,45.67,-0.0178,1.08,1.17,0.0833,12357.0,12155.0,-0.0163,13346.0,14221.0,0.0656,86.0,117.0,0.3605
1531C - SEED & BEAN BAG 400-1000G,1531 - SEED & BEAN,STAPLE NEED,1.29,1.07,-0.1705,3.5,9.0,1.5714,1.17,1.5,0.2821,26086.0,22237.0,-0.1476,30521.0,33356.0,0.0929,6.0,18.0,2.0
1532A - SUNDRIED CRACKER,1532 - SUNDRIED CRACKER,STAPLE NEED,1.13,1.21,0.0708,52.0,45.0,-0.1346,1.28,1.34,0.0469,12971.0,10513.0,-0.1895,16603.0,14087.0,-0.1515,81.0,101.0,0.2469
1611A - JELLY POWDER 7-35G,1611 - POWDER JELLY,STAPLE NEED,1.92,2.0,0.0417,507.5,560.33,0.1041,1.17,1.26,0.0769,12294.0,13055.0,0.0619,14384.0,16449.0,0.1436,864.0,1330.0,0.5394
1612A - PROCESSED PUDDING,1612 - PROCESSED PUDDING,STAPLE NEED,1.66,1.64,-0.012,661.0,679.67,0.0282,1.2,1.27,0.0583,20179.0,20677.0,0.0247,24215.0,26260.0,0.0845,1100.0,1604.0,0.4582
1621A - ESSENCE 20-90G,1621 - ESSENCE,STAPLE NEED,1.09,1.13,0.0367,116.5,98.0,-0.1588,1.06,1.07,0.0094,10827.0,11132.0,0.0282,11477.0,11911.0,0.0378,219.0,274.0,0.2511
1622A - COLOURING & FLAVOURING 90G,1622 - COLOURING & FLAVOURING,STAPLE NEED,1.1,1.15,0.0455,99.0,95.33,-0.0371,1.15,1.19,0.0348,27352.0,27883.0,0.0194,31455.0,33181.0,0.0549,172.0,241.0,0.4012
1623A - BAKING POWDER,1623 - BAKING POWDER,STAPLE NEED,1.15,1.16,0.0087,185.5,177.33,-0.044,1.07,1.05,-0.0187,7920.0,8165.0,0.0309,8474.0,8573.0,0.0117,348.0,508.0,0.4598
1624A - INSTANT CAKE,1624 - INSTANT PROCESS FOOD,STAPLE NEED,1.15,1.2,0.0435,104.5,91.33,-0.126,1.16,1.2,0.0345,19408.0,20091.0,0.0352,22513.0,24109.0,0.0709,180.0,229.0,0.2722
1625A - COCONUT MILK LIQUID 65-100ML,1625 - COCONUT MILK,STAPLE NEED,2.42,2.09,-0.1364,1669.5,1317.33,-0.2109,1.37,1.54,0.1241,13863.0,11815.0,-0.1477,18992.0,18195.0,-0.042,2429.0,2558.0,0.0531
1625B - COCONUT MILK LIQUID 180-200ML,1625 - COCONUT MILK,STAPLE NEED,1.32,1.37,0.0379,198.5,187.0,-0.0579,1.2,1.26,0.05,26320.0,27434.0,0.0423,31584.0,34567.0,0.0944,330.0,445.0,0.3485
1625C - COCONUT MILK POWDER 20-25G,1625 - COCONUT MILK,STAPLE NEED,1.25,1.25,0.0,219.5,217.0,-0.0114,1.18,1.25,0.0593,15214.0,15284.0,0.0046,17953.0,19105.0,0.0642,372.0,521.0,0.4005
1711A - MSG ( MONO SODIUM GLUTAMATE ) 50-150G,1711 - MSG ( MONO SODIUM GLUTAMATE ),STAPLE NEED,1.23,1.25,0.0163,345.5,358.33,0.0371,1.3,1.39,0.0692,7060.0,7061.0,0.0001,9178.0,9815.0,0.0694,533.0,774.0,0.4522
1711B - MSG ( MONO SODIUM GLUTAMATE ) 250-500G,1711 - MSG ( MONO SODIUM GLUTAMATE ),STAPLE NEED,1.06,1.09,0.0283,86.5,95.0,0.0983,1.16,1.31,0.1293,16968.0,17484.0,0.0304,19683.0,22904.0,0.1636,149.0,217.0,0.4564
1712A - SALT,1712 - SALT,STAPLE NEED,1.06,1.08,0.0189,563.5,547.0,-0.0293,1.11,1.18,0.0631,11024.0,10904.0,-0.0109,12237.0,12867.0,0.0515,1014.0,1392.0,0.3728
1713A - SPICES,1713 - SPICES,STAPLE NEED,1.21,1.21,0.0,241.0,231.0,-0.0415,1.14,1.15,0.0088,11823.0,14434.0,0.2208,13478.0,16599.0,0.2316,423.0,602.0,0.4232
1714A - STOCK SOUP SACHET,1714 - STOCK SOUP,STAPLE NEED,1.29,1.32,0.0233,729.0,654.33,-0.1024,1.3,1.44,0.1077,8378.0,9017.0,0.0763,10891.0,12984.0,0.1922,1119.0,1362.0,0.2172
1714B - STOCK SOUP 100-250G,1714 - STOCK SOUP,STAPLE NEED,1.23,1.21,-0.0163,844.5,835.67,-0.0105,1.29,1.41,0.093,12615.0,12650.0,0.0028,16273.0,17836.0,0.096,1314.0,1779.0,0.3539
1715A - FRIED MEAL MAKER,1715 - MEAL MAKER,STAPLE NEED,1.91,1.82,-0.0471,427.5,384.0,-0.1018,1.17,1.2,0.0256,5673.0,6465.0,0.1396,6637.0,7758.0,0.1689,732.0,960.0,0.3115
1715B - SOUP MEAL MAKER POWDER,1715 - MEAL MAKER,STAPLE NEED,1.61,1.58,-0.0186,129.5,97.0,-0.251,1.09,1.1,0.0092,5685.0,5370.0,-0.0554,6197.0,5907.0,-0.0468,238.0,264.0,0.1092
1715C - SOUP MEAL MAKER PASTE,1715 - MEAL MAKER,STAPLE NEED,1.48,1.48,0.0,499.5,335.0,-0.3293,1.14,1.22,0.0702,12605.0,13513.0,0.072,14370.0,16486.0,0.1473,877.0,825.0,-0.0593
1715D - FRIED RICE MEAL MAKER POWDER,1715 - MEAL MAKER,STAPLE NEED,1.61,1.63,0.0124,328.5,320.67,-0.0238,1.15,1.21,0.0522,5132.0,5102.0,-0.0058,5902.0,6173.0,0.0459,571.0,795.0,0.3923
1715E - FRIED RICE MEAL MAKER PASTE,1715 - MEAL MAKER,STAPLE NEED,1.59,1.41,-0.1132,43.5,40.0,-0.0805,1.05,1.2,0.1429,10532.0,10560.0,0.0027,11059.0,12672.0,0.1459,83.0,100.0,0.2048
1716A - FLOUR SEASONING,1716 - FLOUR SEASONING,STAPLE NEED,1.34,1.35,0.0075,517.5,600.67,0.1607,1.17,1.31,0.1197,10016.0,10077.0,0.0061,11719.0,13201.0,0.1265,881.0,1380.0,0.5664
1716B - SPECIFIC FLOUR SEASONING,1716 - FLOUR SEASONING,STAPLE NEED,1.4,1.46,0.0429,754.5,756.0,0.002,1.18,1.27,0.0763,10752.0,11358.0,0.0564,12687.0,14425.0,0.137,1280.0,1787.0,0.3961
1717A - SHRIMP PASTE,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.0,1.02,0.02,56.0,42.33,-0.2441,1.03,1.07,0.0388,8830.0,9419.0,0.0667,9095.0,10078.0,0.1081,109.0,119.0,0.0917
1717B - PEANUT SAUCE,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.1,1.12,0.0182,39.0,49.0,0.2564,1.04,1.07,0.0288,10350.0,8755.0,-0.1541,10764.0,9368.0,-0.1297,75.0,137.0,0.8267
1717C - OTHER SEASONING (TOPING),"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.26,1.18,-0.0635,50.5,48.67,-0.0362,1.23,1.24,0.0081,14486.0,12028.0,-0.1697,17818.0,14915.0,-0.1629,82.0,118.0,0.439
1721A - CHILLI PET 120-200ML,1721 - CHILLI,STAPLE NEED,1.54,1.26,-0.1818,676.0,691.33,0.0227,1.08,1.16,0.0741,13234.0,10970.0,-0.1711,14293.0,12725.0,-0.1097,1247.0,1792.0,0.437
1721B - CHILLI PET & BOTTLE 235-275ML,1721 - CHILLI,STAPLE NEED,1.09,1.07,-0.0183,905.5,987.67,0.0907,1.14,1.21,0.0614,16781.0,16485.0,-0.0176,19130.0,19947.0,0.0427,1591.0,2449.0,0.5393
1721D - CHILLI PACK,1721 - CHILLI,STAPLE NEED,1.18,1.21,0.0254,158.0,219.67,0.3903,1.13,1.23,0.0885,13596.0,15260.0,0.1224,15363.0,18770.0,0.2218,279.0,536.0,0.9211
1721E - TRADITIONAL CHILLI,1721 - CHILLI,STAPLE NEED,1.08,1.08,0.0,206.0,189.0,-0.0825,1.1,1.16,0.0545,18481.0,18535.0,0.0029,20329.0,21501.0,0.0577,375.0,488.0,0.3013
1721F - POWDER CHILLI,1721 - CHILLI,STAPLE NEED,1.09,1.11,0.0183,296.0,411.67,0.3908,1.11,1.21,0.0901,15265.0,15619.0,0.0232,16944.0,18899.0,0.1154,535.0,1024.0,0.914
1721H - CHILLI PET & BOTTLE 300-400ML,1721 - CHILLI,STAPLE NEED,1.09,1.16,0.0642,621.5,518.33,-0.166,1.12,1.19,0.0625,20585.0,22408.0,0.0886,23055.0,26666.0,0.1566,1111.0,1307.0,0.1764
1722A - TOMATO PET 130-140ML,1722 - TOMATO,STAPLE NEED,1.04,1.04,0.0,34.0,22.33,-0.3432,1.08,1.05,-0.0278,9251.0,9345.0,0.0102,9991.0,9812.0,-0.0179,63.0,64.0,0.0159
1722B - TOMATO BOTTLE 275-340ML,1722 - TOMATO,STAPLE NEED,1.06,1.05,-0.0094,327.0,342.33,0.0469,1.09,1.11,0.0183,13072.0,13270.0,0.0151,14248.0,14730.0,0.0338,602.0,923.0,0.5332
1722C - TOMATO SACHET,1722 - TOMATO,STAPLE NEED,1.18,1.22,0.0339,107.0,147.0,0.3738,1.12,1.22,0.0893,8150.0,8008.0,-0.0174,9128.0,9770.0,0.0703,191.0,361.0,0.8901
1722D - STEAK & PASTA SAUCE,1722 - TOMATO,STAPLE NEED,1.2,1.19,-0.0083,500.5,470.67,-0.0596,1.15,1.21,0.0522,17959.0,18336.0,0.021,20653.0,22187.0,0.0743,868.0,1164.0,0.341
1723A - SOY SAUCE PET 130-250ML,1723 - SOY SAUCE,STAPLE NEED,1.17,1.19,0.0171,669.5,843.67,0.2601,1.1,1.22,0.1091,11294.0,11830.0,0.0475,12423.0,14433.0,0.1618,1213.0,2083.0,0.7172
1723B - SOY SAUCE BOTTLE 275-340ML,1723 - SOY SAUCE,STAPLE NEED,1.1,1.12,0.0182,548.0,631.0,0.1515,1.11,1.22,0.0991,19849.0,19222.0,-0.0316,22032.0,23451.0,0.0644,988.0,1556.0,0.5749
1723C - SOY SAUCE 500-600ML,1723 - SOY SAUCE,STAPLE NEED,1.86,1.79,-0.0376,1690.0,1578.0,-0.0663,1.35,1.46,0.0815,46083.0,44018.0,-0.0448,62212.0,64266.0,0.033,2510.0,3243.0,0.292
1724A - LIQUID SAUCE SACHET,1724 - LIQUID SAUCE & VINEGAR,STAPLE NEED,1.18,1.19,0.0085,53.0,44.0,-0.1698,1.08,1.11,0.0278,4027.0,4067.0,0.0099,4349.0,4514.0,0.0379,98.0,119.0,0.2143
