BRAND,SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
FRISIAN BABY,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.07,1.0,-0.0654,7.0,2.33,-0.6671,1.4,0.39,-0.7214,49179.0,45900.0,-0.0667,68851.0,17901.0,-0.74,5.0,6.0,0.2
SGM,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.0,1.01,0.01,30.0,24.33,-0.189,1.0,0.66,-0.34,51403.0,54508.0,0.0604,51403.0,35975.0,-0.3001,30.0,37.0,0.2333
VIDORAN,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,,1.15,,,8.67,,,0.87,,,59423.0,,,51698.0,,,10.0,
FRISIAN BABY,2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.04,1.08,0.0385,11.5,4.33,-0.6235,1.28,0.72,-0.4375,96939.0,100046.0,0.0321,124082.0,72033.0,-0.4195,9.0,6.0,-0.3333
SGM,2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.29,1.14,-0.1163,17.5,21.33,0.2189,0.76,0.51,-0.3289,121191.0,107388.0,-0.1139,92105.0,54768.0,-0.4054,23.0,42.0,0.8261
SGM,2114D - FOLLOW ON SPECIALITY MILK MAINSTREAM,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.08,1.0,-0.0741,6.5,5.0,-0.2308,0.93,1.25,0.3441,67738.0,62953.0,-0.0706,62996.0,78691.0,0.2491,7.0,4.0,-0.4286
BEBELOVE,2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.29,1.29,0.0,32.5,28.0,-0.1385,0.88,0.72,-0.1818,48126.0,47076.0,-0.0218,42351.0,33895.0,-0.1997,37.0,39.0,0.0541
CHIL-MIL,2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.13,1.22,0.0796,7.5,7.67,0.0227,0.62,0.48,-0.2258,56033.0,60226.0,0.0748,34740.0,28908.0,-0.1679,12.0,16.0,0.3333
BEBELOVE,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.11,1.17,0.0541,22.5,31.33,0.3924,1.07,0.75,-0.2991,97338.0,123835.0,0.2722,104152.0,92876.0,-0.1083,21.0,42.0,1.0
CHIL-MIL,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.0,,,1.0,,,1.0,,,192000.0,,,192000.0,,,1.0,,
LACTOGEN,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.16,1.13,-0.0259,28.0,17.33,-0.3811,1.27,0.62,-0.5118,104643.0,103740.0,-0.0086,132897.0,64319.0,-0.516,22.0,28.0,0.2727
BEBELOVE,2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.23,1.17,-0.0488,24.0,18.0,-0.25,0.77,0.49,-0.3636,182340.0,173109.0,-0.0506,140402.0,84823.0,-0.3959,31.0,37.0,0.1935
CHIL-MIL,2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.33,3.4,1.5564,3.0,1.67,-0.4433,1.5,0.83,-0.4467,410667.0,1047200.0,1.55,616000.0,869176.0,0.411,2.0,2.0,0.0
ENFAMIL,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,240100.0,240100.0,0.0,120050.0,240100.0,1.0,1.0,1.0,0.0
NUTRIBABY,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.19,1.1,-0.0756,18.0,24.33,0.3517,1.2,1.16,-0.0333,222372.0,222329.0,-0.0002,266846.0,257902.0,-0.0335,15.0,21.0,0.4
S-26,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.05,1.03,-0.019,10.5,13.0,0.2381,1.5,1.18,-0.2133,121000.0,127064.0,0.0501,181500.0,149936.0,-0.1739,7.0,11.0,0.5714
CHIL-MIL,2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.38,1.0,-0.2754,4.0,4.0,0.0,0.8,0.4,-0.5,229488.0,166900.0,-0.2727,183590.0,66760.0,-0.6364,5.0,10.0,1.0
S-26,2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.08,1.08,0.0,12.0,21.0,0.75,0.86,1.17,0.3605,217558.0,207413.0,-0.0466,187100.0,242673.0,0.297,14.0,18.0,0.2857
ENFAMIL,2116C - FOLLOW ON MILK SUPPER PREMIUM CAN >800G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,,1.0,,,0.67,,,0.67,,,579000.0,,,387930.0,,,1.0,
DANCOW,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.36,1.25,-0.0809,44.0,63.0,0.4318,0.8,0.61,-0.2375,18977.0,17457.0,-0.0801,15182.0,10649.0,-0.2986,55.0,104.0,0.8909
SGM,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.17,1.27,0.0855,90.5,86.67,-0.0423,0.8,0.68,-0.15,18474.0,19884.0,0.0763,14779.0,13521.0,-0.0851,113.0,127.0,0.1239
CHIL-GO,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.0,1.0,0.0,2.5,1.0,-0.6,0.5,0.33,-0.34,35700.0,35167.0,-0.0149,17850.0,11605.0,-0.3499,5.0,3.0,-0.4
DANCOW,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.15,1.08,-0.0609,109.0,107.33,-0.0153,0.88,0.61,-0.3068,49214.0,51345.0,0.0433,43308.0,31320.0,-0.2768,124.0,176.0,0.4194
FRISIAN FLAG,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.09,1.16,0.0642,38.5,29.0,-0.2468,1.28,0.66,-0.4844,54436.0,57930.0,0.0642,69678.0,38234.0,-0.4513,30.0,44.0,0.4667
SGM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.05,1.21,0.1524,224.0,224.33,0.0015,0.93,0.8,-0.1398,52987.0,59072.0,0.1148,49278.0,47258.0,-0.041,240.0,280.0,0.1667
VIDORAN,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.03,1.07,0.0388,90.5,81.33,-0.1013,1.02,0.68,-0.3333,30964.0,32274.0,0.0423,31583.0,21946.0,-0.3051,89.0,120.0,0.3483
BATITA,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.22,1.26,0.0328,20.5,19.33,-0.0571,0.82,0.62,-0.2439,86680.0,89371.0,0.031,71078.0,55410.0,-0.2204,25.0,31.0,0.24
CHIL-GO,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.3,1.26,-0.0308,70.5,69.0,-0.0213,0.95,0.84,-0.1158,102493.0,100983.0,-0.0147,97368.0,84826.0,-0.1288,74.0,82.0,0.1081
DANCOW,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.21,1.29,0.0661,150.5,169.33,0.1251,0.89,0.81,-0.0899,100285.0,110540.0,0.1023,89254.0,89537.0,0.0032,169.0,209.0,0.2367
FRISIAN FLAG,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.14,1.2,0.0526,73.5,68.33,-0.0703,1.17,0.92,-0.2137,108188.0,114026.0,0.054,126580.0,104904.0,-0.1712,63.0,74.0,0.1746
SGM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.36,1.52,0.1176,396.5,359.33,-0.0937,1.16,0.88,-0.2414,111848.0,124560.0,0.1137,129744.0,109613.0,-0.1552,342.0,410.0,0.1988
VIDORAN,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.24,1.39,0.121,276.5,261.67,-0.0536,1.07,0.85,-0.2056,78864.0,89887.0,0.1398,84384.0,76404.0,-0.0946,259.0,309.0,0.1931
SGM,2117D - GROWING UP SPECIALITY MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.4,1.55,0.1071,60.5,42.67,-0.2947,1.19,0.84,-0.2941,118550.0,135211.0,0.1405,141074.0,113577.0,-0.1949,51.0,51.0,0.0
FRISIAN FLAG,2117E - GROWING UP MILK MAINSTREAM >1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,-0.5,240000.0,240000.0,0.0,240000.0,120000.0,-0.5,1.0,2.0,1.0
SGM,2117E - GROWING UP MILK MAINSTREAM >1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,,1.0,,,0.33,,,0.33,,,265000.0,,,87450.0,,,1.0,
BEBELAC,2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.15,0.0952,28.0,40.0,0.4286,0.9,0.68,-0.2444,38245.0,40063.0,0.0475,34420.0,27243.0,-0.2085,31.0,59.0,0.9032
CHIL-KID,2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.1,0.0476,49.5,41.33,-0.1651,0.95,0.78,-0.1789,47180.0,49250.0,0.0439,44821.0,38415.0,-0.1429,52.0,53.0,0.0192
LACTOGROW,2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.5,,,6.0,,,0.67,,,35850.0,,,24020.0,,,9.0,,
BEBELAC,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.12,0.0667,167.0,150.67,-0.0978,1.1,0.92,-0.1636,81646.0,87258.0,0.0687,89811.0,80277.0,-0.1062,152.0,163.0,0.0724
CHIL-SCHOOL,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,6.0,10.33,0.7217,1.0,0.65,-0.35,80408.0,80177.0,-0.0029,80408.0,52115.0,-0.3519,6.0,16.0,1.6667
HEALTHYWAY KIDS,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.0,,,1.0,,,0.5,,,48900.0,,,24450.0,,,2.0,,
LACTOGROW,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.04,1.03,-0.0096,28.5,26.0,-0.0877,0.84,0.79,-0.0595,62142.0,61650.0,-0.0079,52199.0,48704.0,-0.067,34.0,33.0,-0.0294
BEBELAC,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.25,1.21,-0.032,142.0,100.0,-0.2958,1.12,0.75,-0.3304,211801.0,207476.0,-0.0204,237217.0,155607.0,-0.344,127.0,133.0,0.0472
CHIL-KID,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.17,1.13,-0.0342,41.0,39.33,-0.0407,1.0,0.86,-0.14,205932.0,198176.0,-0.0377,205932.0,170431.0,-0.1724,41.0,46.0,0.122
CHIL-SCHOOL,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.02,1.07,0.049,29.0,27.67,-0.0459,1.04,0.89,-0.1442,163767.0,177781.0,0.0856,170318.0,158225.0,-0.071,28.0,31.0,0.1071
HEALTHYWAY KIDS,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.38,1.67,0.2101,4.0,6.0,0.5,1.0,2.0,1.0,125812.0,144917.0,0.1519,125812.0,289834.0,1.3037,4.0,3.0,-0.25
LACTOGROW,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.19,1.33,0.1176,54.0,60.0,0.1111,0.9,0.85,-0.0556,146253.0,170515.0,0.1659,131628.0,144938.0,0.1011,60.0,71.0,0.1833
BEBELAC,2118D - GROWING UP MILK PREMIUM CAN 700-900G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.44,1.25,-0.1319,106.5,97.33,-0.0861,0.93,0.68,-0.2688,206594.0,178434.0,-0.1363,192132.0,121335.0,-0.3685,114.0,143.0,0.2544
BEBELAC,2118F - GROWING UP SPECIALITY MILK PREMIUM,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.27,1.2,-0.0551,5.5,3.33,-0.3945,0.92,0.56,-0.3913,192055.0,181080.0,-0.0571,176691.0,101405.0,-0.4261,6.0,6.0,0.0
CHIL-KID,2118F - GROWING UP SPECIALITY MILK PREMIUM,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.06,0.0095,32.0,38.33,0.1978,1.39,1.24,-0.1079,140272.0,126209.0,-0.1003,194978.0,156499.0,-0.1974,23.0,31.0,0.3478
BEBELAC,2118G - GROWING UP MILK PREMIUM >1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.12,1.16,0.0357,8.5,10.67,0.2553,0.61,0.59,-0.0328,462029.0,467712.0,0.0123,281838.0,275950.0,-0.0209,14.0,18.0,0.2857
CHIL-KID,2118G - GROWING UP MILK PREMIUM >1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,0.5,0.33,-0.34,0.5,0.33,-0.34,332000.0,332000.0,0.0,166000.0,109560.0,-0.34,1.0,1.0,0.0
CHIL-SCHOOL,2118G - GROWING UP MILK PREMIUM >1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,,1.0,,,0.33,,,0.33,,,295000.0,,,97350.0,,,1.0,
ENFAGROW,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.14,1.0,-0.1228,10.5,10.0,-0.0476,1.05,0.77,-0.2667,240676.0,216620.0,-0.1,252710.0,166797.0,-0.34,10.0,13.0,0.3
MORIGRO,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,0.5,0.67,0.34,0.5,0.67,0.34,83000.0,83000.0,0.0,41500.0,55610.0,0.34,1.0,1.0,0.0
NUTRILON,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.09,1.18,0.0826,29.0,31.67,0.0921,1.21,0.81,-0.3306,116053.0,126259.0,0.0879,140424.0,102270.0,-0.2717,24.0,39.0,0.625
PEDIASURE,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.33,1.12,-0.1579,3.0,10.67,2.5567,0.5,0.46,-0.08,136800.0,122725.0,-0.1029,68400.0,56454.0,-0.1746,6.0,23.0,2.8333
S-26,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.16,1.19,0.0259,43.0,46.67,0.0853,0.96,0.93,-0.0312,148360.0,138689.0,-0.0652,142426.0,128981.0,-0.0944,45.0,50.0,0.1111
CHIL-KID,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,7.0,5.0,-0.2857,0.7,0.71,0.0143,158714.0,158933.0,0.0014,111100.0,112842.0,0.0157,10.0,7.0,-0.3
NUTREN,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,,1.75,,,1.33,,,0.67,,,302575.0,,,202725.0,,,2.0,
PEDIASURE,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.03,0.03,16.0,11.67,-0.2706,0.73,0.58,-0.2055,192297.0,199751.0,0.0388,140377.0,115856.0,-0.1747,22.0,20.0,-0.0909
S-26,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.15,1.08,-0.0609,6.5,4.33,-0.3338,0.72,0.48,-0.3333,184423.0,172131.0,-0.0667,132785.0,82623.0,-0.3778,9.0,9.0,0.0
CHIL-KID,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.06,0.06,8.5,10.67,0.2553,1.06,0.71,-0.3302,302124.0,320453.0,0.0607,320251.0,227522.0,-0.2896,8.0,15.0,0.875
ENFAGROW,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.18,1.37,0.161,5.5,11.67,1.1218,0.92,0.9,-0.0217,544582.0,632811.0,0.162,501015.0,569530.0,0.1368,6.0,13.0,1.1667
MORIGRO,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,4.0,10.0,1.5,0.67,0.62,-0.0746,303900.0,303900.0,0.0,203613.0,188418.0,-0.0746,6.0,16.0,1.6667
NUTRILON,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.36,1.13,-0.1691,38.0,33.67,-0.1139,1.41,1.09,-0.227,290824.0,242452.0,-0.1663,410062.0,264273.0,-0.3555,27.0,31.0,0.1481
PEDIASURE,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.06,1.07,0.0094,16.5,20.33,0.2321,0.82,0.75,-0.0854,396067.0,398711.0,0.0067,324775.0,299033.0,-0.0793,20.0,27.0,0.35
S-26,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.1,0.1,6.5,6.67,0.0262,0.54,0.61,0.1296,349208.0,381545.0,0.0926,188572.0,232742.0,0.2342,12.0,11.0,-0.0833
ENFAGROW,2119D - GROWING UP MILK SUPER PREMIUM >1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,,1.0,,,0.33,,,0.33,,,1842900.0,,,608157.0,,,1.0,
NUTRILON,2119D - GROWING UP MILK SUPER PREMIUM >1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.4,1.25,-0.1071,2.5,1.33,-0.468,0.83,0.67,-0.1928,612080.0,562675.0,-0.0807,508026.0,376992.0,-0.2579,3.0,2.0,-0.3333
S-26,2119D - GROWING UP MILK SUPER PREMIUM >1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.14,1.83,0.6053,3.5,4.0,0.1429,0.7,0.8,0.1429,422571.0,667583.0,0.5798,295800.0,534066.0,0.8055,5.0,5.0,0.0
CERELAC,2121A - BABY CEREAL BOX 100G,2121 - BABY CEREAL,MILK & DIAPERS,1.0,,,0.5,,,0.5,,,23900.0,,,11950.0,,,1.0,,
PROMINA,2121A - BABY CEREAL BOX 100G,2121 - BABY CEREAL,MILK & DIAPERS,1.34,1.28,-0.0448,66.0,59.0,-0.1061,0.77,0.55,-0.2857,27045.0,25667.0,-0.051,20825.0,14117.0,-0.3221,86.0,108.0,0.2558
SUN,2121A - BABY CEREAL BOX 100G,2121 - BABY CEREAL,MILK & DIAPERS,,1.0,,,0.33,,,0.33,,,16000.0,,,5280.0,,,1.0,
CERELAC,2121B - BABY CEREAL BOX 120G,2121 - BABY CEREAL,MILK & DIAPERS,1.44,1.45,0.0069,66.0,58.33,-0.1162,0.73,0.5,-0.3151,20727.0,21577.0,0.041,15131.0,10788.0,-0.287,91.0,116.0,0.2747
MILNA,2121B - BABY CEREAL BOX 120G,2121 - BABY CEREAL,MILK & DIAPERS,1.19,1.25,0.0504,24.0,21.33,-0.1113,0.62,0.52,-0.1613,25456.0,27392.0,0.0761,15783.0,14244.0,-0.0975,39.0,41.0,0.0513
PROMINA,2121B - BABY CEREAL BOX 120G,2121 - BABY CEREAL,MILK & DIAPERS,1.13,1.14,0.0088,31.0,30.67,-0.0106,0.72,0.45,-0.375,19845.0,20285.0,0.0222,14288.0,9128.0,-0.3611,43.0,68.0,0.5814
SUN,2121B - BABY CEREAL BOX 120G,2121 - BABY CEREAL,MILK & DIAPERS,1.88,1.35,-0.2819,24.0,28.33,0.1804,0.67,0.47,-0.2985,20023.0,14822.0,-0.2598,13415.0,6966.0,-0.4807,36.0,60.0,0.6667
GROUU,2121C - BABY CEREAL BAG,2121 - BABY CEREAL,MILK & DIAPERS,2.0,3.23,0.615,0.5,4.33,7.66,0.5,1.08,1.16,62600.0,106477.0,0.7009,31300.0,114995.0,2.674,1.0,4.0,3.0
SUN,2121C - BABY CEREAL BAG,2121 - BABY CEREAL,MILK & DIAPERS,1.55,1.67,0.0774,50.5,65.33,0.2937,0.66,0.53,-0.197,13347.0,14283.0,0.0701,8809.0,7570.0,-0.1407,77.0,124.0,0.6104
ALAMII,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,3.5,1.44,-0.5886,1.0,3.0,2.0,0.5,0.6,0.2,57750.0,23111.0,-0.5998,28875.0,13867.0,-0.5198,2.0,5.0,1.5
MILNA,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.17,1.08,-0.0769,31.5,34.0,0.0794,0.57,0.41,-0.2807,21656.0,19600.0,-0.0949,12344.0,8036.0,-0.349,55.0,82.0,0.4909
MONDE,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.0,10.0,9.0,0.5,1.33,1.66,0.5,0.33,-0.34,8900.0,174500.0,18.6067,4450.0,57585.0,11.9404,1.0,4.0,3.0
PROMINA,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.04,1.06,0.0192,24.5,34.67,0.4151,0.64,0.41,-0.3594,19473.0,19722.0,0.0128,12463.0,8086.0,-0.3512,38.0,84.0,1.2105
SUN,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.18,1.24,0.0508,60.0,61.33,0.0222,0.65,0.46,-0.2923,12996.0,14229.0,0.0949,8447.0,6545.0,-0.2252,93.0,134.0,0.4409
ABE FOOD,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,,1.5,,,0.67,,,0.67,,,31350.0,,,21004.0,,,1.0,
ALAMII,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.37,1.31,-0.0438,103.0,74.0,-0.2816,0.67,0.51,-0.2388,13790.0,13172.0,-0.0448,9239.0,6718.0,-0.2729,153.0,146.0,-0.0458
BUMBU BUNDA,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.0,2.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,67100.0,80800.0,0.2042,33550.0,40400.0,0.2042,1.0,2.0,1.0
GRANDVILLE,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.5,1.0,-0.3333,1.0,1.33,0.33,0.5,0.44,-0.12,50000.0,40250.0,-0.195,25000.0,17710.0,-0.2916,2.0,3.0,0.5
GROUU,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.12,1.38,0.2321,4.0,4.33,0.0825,0.57,0.43,-0.2456,33488.0,36731.0,0.0968,19088.0,15794.0,-0.1726,7.0,10.0,0.4286
LITTLE JOY,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.5,1.43,-0.428,1.0,2.33,1.33,0.5,0.33,-0.34,110150.0,58571.0,-0.4683,55075.0,19328.0,-0.6491,2.0,7.0,2.5
MILNA,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.4,1.89,0.35,133.5,130.67,-0.0212,0.66,0.48,-0.2727,12673.0,17787.0,0.4035,8364.0,8538.0,0.0208,201.0,275.0,0.3682
NELLY'S,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,,2.0,,,0.33,,,0.33,,,38000.0,,,12540.0,,,1.0,
OMO,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.5,1.5,-0.4,1.0,0.67,-0.33,0.5,0.33,-0.34,15500.0,9300.0,-0.4,7750.0,3069.0,-0.604,2.0,2.0,0.0
POIPOI,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.0,2.0,0.0,0.5,0.33,-0.34,0.5,0.33,-0.34,40800.0,41200.0,0.0098,20400.0,13596.0,-0.3335,1.0,1.0,0.0
