SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.17,1.21,0.0342,83.5,95.0,0.1377,0.98,0.77,-0.2143,152384.0,147378.0,-0.0329,149336.0,113481.0,-0.2401,85.0,123.0,0.4471
2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.03,1.07,0.0388,29.5,22.33,-0.2431,0.72,0.62,-0.1389,182593.0,191393.0,0.0482,131467.0,118664.0,-0.0974,41.0,36.0,-0.122
2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.2,1.12,-0.0667,78.5,93.0,0.1847,1.06,0.84,-0.2075,339301.0,351111.0,0.0348,359659.0,294933.0,-0.18,74.0,111.0,0.5
2119D - GROWING UP MILK SUPER PREMIUM >1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.25,1.65,0.32,6.0,5.67,-0.055,0.75,0.71,-0.0533,501533.0,712035.0,0.4197,376150.0,505545.0,0.344,8.0,8.0,0.0
2121A - BABY CEREAL BOX 100G,2121 - BABY CEREAL,MILK & DIAPERS,1.34,1.29,-0.0373,66.5,59.0,-0.1128,0.76,0.55,-0.2763,27022.0,25757.0,-0.0468,20537.0,14166.0,-0.3102,87.0,108.0,0.2414
2121B - BABY CEREAL BOX 120G,2121 - BABY CEREAL,MILK & DIAPERS,1.56,1.45,-0.0705,130.5,127.0,-0.0268,0.79,0.56,-0.2911,23561.0,22717.0,-0.0358,18613.0,12722.0,-0.3165,166.0,226.0,0.3614
2121C - BABY CEREAL BAG,2121 - BABY CEREAL,MILK & DIAPERS,1.56,1.77,0.1346,51.0,69.67,0.3661,0.65,0.54,-0.1692,13829.0,20017.0,0.4475,8989.0,10809.0,0.2025,78.0,128.0,0.641
2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.21,1.27,0.0496,113.0,131.67,0.1652,0.65,0.48,-0.2615,17710.0,19176.0,0.0828,11512.0,9204.0,-0.2005,173.0,276.0,0.5954
2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.02,1.99,-0.0149,767.5,678.0,-0.1166,0.84,0.62,-0.2619,20387.0,20190.0,-0.0097,17125.0,12518.0,-0.269,916.0,1089.0,0.1889
2131A - PREGNANT MILK 150-250G,2131 - PREGNANT MILK,MILK & DIAPERS,1.03,1.05,0.0194,30.0,29.0,-0.0333,0.62,0.42,-0.3226,47667.0,49175.0,0.0316,29554.0,20654.0,-0.3011,48.0,69.0,0.4375
2131B - PREGNANT MILK 300-400G,2131 - PREGNANT MILK,MILK & DIAPERS,1.12,1.03,-0.0804,24.0,25.0,0.0417,0.71,0.42,-0.4085,99477.0,91699.0,-0.0782,70629.0,38514.0,-0.4547,34.0,59.0,0.7353
3431A - REGULAR DIAPERS SIZE-S,3431 - REGULAR DIAPERS,MILK & DIAPERS,1.15,1.14,-0.0087,96.5,103.0,0.0674,0.74,0.55,-0.2568,66457.0,67178.0,0.0108,49178.0,36948.0,-0.2487,131.0,186.0,0.4198
3431B - REGULAR DIAPERS SIZE-M,3431 - REGULAR DIAPERS,MILK & DIAPERS,1.27,1.1,-0.1339,7.5,6.67,-0.1107,0.68,0.56,-0.1765,58013.0,52145.0,-0.1011,39449.0,29201.0,-0.2598,11.0,12.0,0.0909
3432A - PANTS DIAPERS SIZE-S 18-22S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.11,1.22,0.0991,9.5,3.0,-0.6842,0.68,0.38,-0.4412,79068.0,88667.0,0.1214,53766.0,33693.0,-0.3733,14.0,8.0,-0.4286
3432B - PANTS DIAPERS SIZE-S 24-38S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.09,1.12,0.0275,96.5,87.33,-0.095,0.8,0.57,-0.2875,66823.0,68090.0,0.019,53458.0,38811.0,-0.274,121.0,152.0,0.2562
3432C - PANTS DIAPERS SIZE-M 18-22S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.0,1.0,0.0,12.0,2.67,-0.7775,1.0,0.38,-0.62,44204.0,44000.0,-0.0046,44204.0,16720.0,-0.6218,12.0,7.0,-0.4167
3432D - PANTS DIAPERS SIZE-M 24-38S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.16,1.13,-0.0259,364.0,358.67,-0.0146,0.92,0.74,-0.1957,71599.0,68304.0,-0.046,65871.0,50545.0,-0.2327,395.0,484.0,0.2253
3432E - PANTS DIAPERS SIZE-L 18-22S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.06,1.04,-0.0189,36.0,34.67,-0.0369,0.62,0.51,-0.1774,48217.0,49026.0,0.0168,29895.0,25003.0,-0.1636,58.0,68.0,0.1724
3432F - PANTS DIAPERS SIZE-L 24-32S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.15,1.15,0.0,520.0,494.0,-0.05,0.98,0.77,-0.2143,71791.0,71303.0,-0.0068,70355.0,54903.0,-0.2196,532.0,641.0,0.2049
3432G - PANTS DIAPERS SIZE-XL 16-22S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.32,1.26,-0.0455,73.0,66.33,-0.0914,1.07,0.71,-0.3364,84397.0,79905.0,-0.0532,90305.0,56733.0,-0.3718,68.0,93.0,0.3676
3432H - PANTS DIAPERS SIZE-XL 24-32S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.22,1.23,0.0082,499.0,448.33,-0.1015,1.0,0.76,-0.24,79551.0,81020.0,0.0185,79551.0,61575.0,-0.226,497.0,588.0,0.1831
3432I - PANTS DIAPERS SIZE-XXL 18-22S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.09,1.13,0.0367,82.5,71.67,-0.1313,0.93,0.66,-0.2903,66417.0,66844.0,0.0064,61768.0,44117.0,-0.2858,89.0,109.0,0.2247
3432J - PANTS DIAPERS SIZE-XXL 24-30S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.15,1.23,0.0696,142.5,140.33,-0.0152,1.06,0.83,-0.217,80918.0,88545.0,0.0943,85773.0,73492.0,-0.1432,134.0,169.0,0.2612
3432K - PANTS DIAPERS 5-10S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.04,1.04,0.0,74.5,75.67,0.0157,0.68,0.5,-0.2647,18804.0,18763.0,-0.0022,12787.0,9382.0,-0.2663,109.0,150.0,0.3761
3432L - PANTS DIAPERS 36-70S,3432 - PANTS DIAPERS,MILK & DIAPERS,1.2,1.13,-0.0583,64.5,60.33,-0.0647,0.7,0.49,-0.3,108328.0,108420.0,0.0008,75830.0,53126.0,-0.2994,92.0,123.0,0.337
3432M - PANTS DIAPERS CARTON,3432 - PANTS DIAPERS,MILK & DIAPERS,1.25,1.33,0.064,2.0,3.0,0.5,1.0,0.5,-0.5,230000.0,250733.0,0.0901,230000.0,125366.0,-0.4549,2.0,6.0,2.0
3211B - SHAMPOO 70-100ML,3211 - SHAMPOO,PERSONAL CARE,1.04,1.08,0.0385,105.0,137.0,0.3048,0.53,0.37,-0.3019,21850.0,22654.0,0.0368,11580.0,8382.0,-0.2762,197.0,375.0,0.9036
3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.19,1.18,-0.0084,1966.5,1739.33,-0.1155,0.62,0.45,-0.2742,34643.0,34107.0,-0.0155,21479.0,15348.0,-0.2854,3159.0,3858.0,0.2213
3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.14,1.14,0.0,401.0,380.67,-0.0507,0.56,0.41,-0.2679,61916.0,63345.0,0.0231,34673.0,25971.0,-0.251,710.0,928.0,0.307
3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.22,1.74,0.4262,70.5,125.0,0.773,0.54,0.56,0.037,121239.0,188441.0,0.5543,65469.0,105527.0,0.6119,131.0,223.0,0.7023
3213A - CONDITIONER LEAVE ON 30-70ML,3213 - CONDITIONER,PERSONAL CARE,1.41,1.48,0.0496,52.5,55.67,0.0604,0.72,0.48,-0.3333,25794.0,27066.0,0.0493,18572.0,12992.0,-0.3005,73.0,117.0,0.6027
3213B - CONDITIONER 70-100ML,3213 - CONDITIONER,PERSONAL CARE,1.09,1.11,0.0183,137.0,125.67,-0.0827,0.59,0.4,-0.322,21716.0,23735.0,0.093,12812.0,9494.0,-0.259,231.0,318.0,0.3766
3213C - CONDITIONER 135-250ML,3213 - CONDITIONER,PERSONAL CARE,1.13,1.14,0.0088,236.5,205.33,-0.1318,0.58,0.43,-0.2586,36238.0,37795.0,0.043,21018.0,16252.0,-0.2268,409.0,480.0,0.1736
3213D - CONDITIONER 260-500ML,3213 - CONDITIONER,PERSONAL CARE,1.29,1.16,-0.1008,7.0,8.33,0.19,0.54,0.38,-0.2963,89250.0,86460.0,-0.0313,48195.0,32855.0,-0.3183,13.0,22.0,0.6923
3214A - HAIR TONIC,3214 - HAIR TONIC,PERSONAL CARE,1.1,1.01,-0.0818,24.0,26.33,0.0971,0.51,0.36,-0.2941,44498.0,41814.0,-0.0603,22694.0,15053.0,-0.3367,47.0,74.0,0.5745
3215A - HAIR STYLING CREAM,3215 - HAIR STYLING,PERSONAL CARE,1.01,1.01,0.0,89.0,100.67,0.1311,0.55,0.37,-0.3273,33864.0,34282.0,0.0123,18625.0,12684.0,-0.319,162.0,273.0,0.6852
3215B - HAIR STYLING WAX,3215 - HAIR STYLING,PERSONAL CARE,1.0,1.0,0.0,12.0,10.33,-0.1392,0.52,0.38,-0.2692,43604.0,29739.0,-0.318,22674.0,11301.0,-0.5016,23.0,27.0,0.1739
3215C - HAIR STYLING GEL,3215 - HAIR STYLING,PERSONAL CARE,1.0,1.0,0.0,32.5,31.33,-0.036,0.52,0.36,-0.3077,15765.0,15396.0,-0.0234,8198.0,5543.0,-0.3239,62.0,88.0,0.4194
3215D - HAIR STYLING SPRAY,3215 - HAIR STYLING,PERSONAL CARE,1.0,1.0,0.0,4.0,4.0,0.0,0.57,0.4,-0.2982,36638.0,36583.0,-0.0015,20884.0,14633.0,-0.2993,7.0,10.0,0.4286
3216A - HAIR COLOUR POWDER,3216 - HAIR COLOUR,PERSONAL CARE,1.06,1.0,-0.0566,8.5,8.0,-0.0588,0.5,0.33,-0.34,25018.0,23779.0,-0.0495,12509.0,7847.0,-0.3727,17.0,24.0,0.4118
3216B - HAIR COLOUR PASTA,3216 - HAIR COLOUR,PERSONAL CARE,1.9,1.71,-0.1,271.0,272.67,0.0062,0.56,0.39,-0.3036,38288.0,33868.0,-0.1154,21441.0,13209.0,-0.3839,480.0,692.0,0.4417
3216C - HAIR COLOUR SHAMPOO,3216 - HAIR COLOUR,PERSONAL CARE,1.24,1.41,0.1371,114.0,113.33,-0.0059,0.57,0.41,-0.2807,19035.0,21510.0,0.13,10850.0,8819.0,-0.1872,201.0,274.0,0.3632
3217A - HAIR MASK,3217 - HAIR MASK,PERSONAL CARE,1.37,1.41,0.0292,220.5,231.0,0.0476,0.6,0.42,-0.3,15810.0,14874.0,-0.0592,9486.0,6247.0,-0.3415,365.0,546.0,0.4959
3218A - HAIR VITAMIN BLISTER,3218 - HAIR VITAMIN,PERSONAL CARE,1.15,1.2,0.0435,230.0,220.0,-0.0435,0.61,0.45,-0.2623,15772.0,16645.0,0.0554,9621.0,7490.0,-0.2215,379.0,493.0,0.3008
3218B - HAIR VITAMIN BOTTLE,3218 - HAIR VITAMIN,PERSONAL CARE,1.03,1.05,0.0194,103.0,89.67,-0.1294,0.54,0.36,-0.3333,38302.0,40137.0,0.0479,20683.0,14449.0,-0.3014,192.0,249.0,0.2969
3221A - BEAUTY BAR SOAP,3221 - BAR SOAP,PERSONAL CARE,1.73,1.72,-0.0058,323.0,284.67,-0.1187,0.6,0.42,-0.3,7104.0,7222.0,0.0166,4262.0,3033.0,-0.2884,541.0,671.0,0.2403
3221B - HEALTHY BAR SOAP,3221 - BAR SOAP,PERSONAL CARE,1.33,1.28,-0.0376,143.0,135.67,-0.0513,0.55,0.4,-0.2727,15134.0,15137.0,0.0002,8324.0,6055.0,-0.2726,260.0,341.0,0.3115
3221D - BEAUTY BAR SOAP BANDED,3221 - BAR SOAP,PERSONAL CARE,1.1,1.07,-0.0273,254.0,231.33,-0.0893,0.57,0.42,-0.2632,16892.0,16466.0,-0.0252,9628.0,6916.0,-0.2817,444.0,552.0,0.2432
3221E - HEALTHY BAR SOAP BANDED,3221 - BAR SOAP,PERSONAL CARE,1.13,1.14,0.0088,376.5,371.67,-0.0128,0.59,0.41,-0.3051,21941.0,22306.0,0.0166,12945.0,9145.0,-0.2935,643.0,910.0,0.4152
3222B - BEAUTY LIQUID SOAP BTL 100-250ML,3222 - BEAUTY LIQUID SOAP,PERSONAL CARE,1.04,1.06,0.0192,112.0,94.0,-0.1607,0.52,0.35,-0.3269,20412.0,20178.0,-0.0115,10614.0,7062.0,-0.3347,214.0,269.0,0.257
3222D - BEAUTY LIQUID SOAP 300-600ML,3222 - BEAUTY LIQUID SOAP,PERSONAL CARE,1.37,1.41,0.0292,1716.5,1935.0,0.1273,0.65,0.49,-0.2462,33182.0,33879.0,0.021,21568.0,16601.0,-0.2303,2645.0,3974.0,0.5025
3222E - BEAUTY LIQUID SOAP 700 - 1000ML,3222 - BEAUTY LIQUID SOAP,PERSONAL CARE,1.22,1.15,-0.0574,132.5,207.67,0.5673,0.55,0.4,-0.2727,53286.0,50931.0,-0.0442,29307.0,20372.0,-0.3049,242.0,518.0,1.1405
3222F - BEAUTY LIQUID SOAP PUMP,3222 - BEAUTY LIQUID SOAP,PERSONAL CARE,1.56,1.91,0.2244,19.5,36.33,0.8631,0.51,0.38,-0.2549,134390.0,130105.0,-0.0319,68539.0,49440.0,-0.2787,38.0,96.0,1.5263
3223B - HEALTHY LIQUID SOAP BTL 100-250ML,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.07,1.04,-0.028,49.0,46.67,-0.0476,0.51,0.35,-0.3137,17703.0,16667.0,-0.0585,9029.0,5833.0,-0.354,97.0,135.0,0.3918
3223C - HEALTHY LIQUID SOAP REF 200-250ML,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,,3.0,,,0.33,,,0.33,,,101700.0,,,33561.0,,,1.0,
3223D - HEALTHY LIQUID SOAP 300-600ML,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.35,1.32,-0.0222,1493.0,1248.33,-0.1639,0.63,0.46,-0.2698,31839.0,31211.0,-0.0197,20059.0,14357.0,-0.2843,2374.0,2729.0,0.1495
3223E - ANTISEPTIC LIQUID,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.03,1.0,-0.0291,37.0,33.67,-0.09,0.53,0.4,-0.2453,42065.0,45322.0,0.0774,22294.0,18129.0,-0.1868,70.0,85.0,0.2143
3223F - HEALTHY LIQUID SOAP PUMP,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.0,1.0,0.0,9.0,12.67,0.4078,0.5,0.34,-0.32,62611.0,60632.0,-0.0316,31306.0,20615.0,-0.3415,18.0,37.0,1.0556
3223G - HEALTHY LIQUID SOAP 700 - 1000ML,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.26,1.28,0.0159,368.0,331.67,-0.0987,0.6,0.42,-0.3,55030.0,56246.0,0.0221,33018.0,23623.0,-0.2845,616.0,799.0,0.2971
3224A - FEMININ HYGIENE SOAP,3224 - FEMININ HYGIENE,PERSONAL CARE,1.04,1.03,-0.0096,149.5,146.0,-0.0234,0.56,0.4,-0.2857,22242.0,22431.0,0.0085,12456.0,8972.0,-0.2797,268.0,365.0,0.3619
3225A - HAND SOAP BOTTLE,3225 - HAND SOAP,PERSONAL CARE,1.33,1.65,0.2406,36.0,36.67,0.0186,0.52,0.35,-0.3269,29711.0,40559.0,0.3651,15450.0,14196.0,-0.0812,69.0,106.0,0.5362
3225B - HAND SOAP REFFIL,3225 - HAND SOAP,PERSONAL CARE,1.53,1.62,0.0588,368.5,405.0,0.0991,0.63,0.48,-0.2381,16893.0,17269.0,0.0223,10643.0,8289.0,-0.2212,585.0,852.0,0.4564
3226A - MEN SOAP BOTTLE,3226 - MEN SOAP,PERSONAL CARE,1.0,1.0,0.0,1.5,0.67,-0.5533,0.5,0.33,-0.34,26967.0,26900.0,-0.0025,13484.0,8877.0,-0.3417,3.0,2.0,-0.3333
3231A - WOMEN DEO ROLL ON,3231 - WOMEN DEO,PERSONAL CARE,1.2,1.22,0.0167,782.5,750.67,-0.0407,0.56,0.4,-0.2857,24594.0,25070.0,0.0194,13773.0,10028.0,-0.2719,1393.0,1860.0,0.3352
3231B - WOMEN DEO STICK,3231 - WOMEN DEO,PERSONAL CARE,1.28,1.33,0.0391,12.5,3.0,-0.76,0.52,0.38,-0.2692,24424.0,55089.0,1.2555,12700.0,20934.0,0.6483,24.0,8.0,-0.6667
3231C - WOMEN DEO AEROSOL,3231 - WOMEN DEO,PERSONAL CARE,1.0,1.18,0.18,2.5,3.67,0.468,0.5,0.37,-0.26,63900.0,76991.0,0.2049,31950.0,28487.0,-0.1084,5.0,10.0,1.0
3232A - WOMEN PARFUME & EDT,3232 - WOMEN PARFUME & EDT,PERSONAL CARE,1.05,1.05,0.0,310.5,348.67,0.1229,0.56,0.4,-0.2857,44944.0,42148.0,-0.0622,25169.0,16859.0,-0.3302,558.0,877.0,0.5717
3233A - WOMEN BODY SPRAY,3233 - WOMEN BODY SPRAY,PERSONAL CARE,1.03,1.06,0.0291,69.0,60.33,-0.1257,0.55,0.4,-0.2727,24920.0,25848.0,0.0372,13706.0,10339.0,-0.2457,125.0,151.0,0.208
3234A - WOMEN COLOGNE 50-100ML,3234 - WOMEN COLOGNE,PERSONAL CARE,1.12,1.18,0.0536,137.5,186.67,0.3576,0.55,0.43,-0.2182,17428.0,18608.0,0.0677,9585.0,8001.0,-0.1653,249.0,436.0,0.751
3234B - WOMEN COLOGNE 120-200ML,3234 - WOMEN COLOGNE,PERSONAL CARE,1.03,1.04,0.0097,19.5,16.33,-0.1626,0.51,0.36,-0.2941,28644.0,29367.0,0.0252,14608.0,10572.0,-0.2763,38.0,46.0,0.2105
3235A - MEN DEO ROLL ON,3235 - MEN DEO ROLL ON,PERSONAL CARE,1.19,1.22,0.0252,504.5,553.33,0.0968,0.55,0.4,-0.2727,24990.0,24895.0,-0.0038,13745.0,9958.0,-0.2755,912.0,1391.0,0.5252
3236A - MEN DEO SPRAY,3236 - MEN DEO SPRAY,PERSONAL CARE,,1.0,,,1.67,,,0.33,,,63120.0,,,20830.0,,,5.0,
3237A - MEN BODY SPRAY,3237 - MEN BODY SPRAY,PERSONAL CARE,1.11,1.11,0.0,57.0,64.33,0.1286,0.56,0.39,-0.3036,30804.0,31467.0,0.0215,17250.0,12272.0,-0.2886,102.0,167.0,0.6373
3238A - MEN COLOGNE 50-100ML,3238 - MEN COLOGNE,PERSONAL CARE,1.02,1.04,0.0196,21.5,28.0,0.3023,0.55,0.38,-0.3091,17486.0,18225.0,0.0423,9617.0,6926.0,-0.2798,39.0,74.0,0.8974
3239A - MEN PARFUME & EDT,3239 - MEN PARFUME & EDT,PERSONAL CARE,1.06,1.05,-0.0094,139.5,154.33,0.1063,0.56,0.4,-0.2857,38214.0,38299.0,0.0022,21400.0,15320.0,-0.2841,248.0,386.0,0.5565
3240A - FACE SUNSCREEN,3240 - SUNSCREEN,PERSONAL CARE,1.06,1.12,0.0566,258.0,278.67,0.0801,0.54,0.38,-0.2963,42456.0,44337.0,0.0443,22926.0,16848.0,-0.2651,478.0,729.0,0.5251
3241A - FACIAL WASH SOAP WOMEN 20-60G,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.02,1.03,0.0098,183.5,149.0,-0.188,0.53,0.37,-0.3019,27606.0,24319.0,-0.1191,14631.0,8998.0,-0.385,347.0,404.0,0.1643
3241B - FACIAL WASH SOAP WOMEN 70-125G,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.2,1.37,0.1417,785.0,883.33,0.1253,0.58,0.43,-0.2586,43164.0,51191.0,0.186,25035.0,22012.0,-0.1208,1354.0,2044.0,0.5096
3241C - FACIAL WASH SOAP WOMEN 150-250G,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.0,1.17,0.17,1.0,2.0,1.0,0.5,0.33,-0.34,132800.0,155533.0,0.1712,66400.0,51326.0,-0.227,2.0,6.0,2.0
3241D - FACIAL CLEANSER PAPER,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.09,1.06,-0.0275,17.0,21.67,0.2747,0.5,0.36,-0.28,20950.0,21995.0,0.0499,10475.0,7918.0,-0.2441,34.0,61.0,0.7941
3241E - FACIAL BAR SOAP,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.12,1.11,-0.0089,154.0,137.33,-0.1082,0.58,0.42,-0.2759,23309.0,23923.0,0.0263,13519.0,10048.0,-0.2567,265.0,324.0,0.2226
3242A - FACIAL CLEANSER MILK,3242 - FACIAL CLEANSER MILK,PERSONAL CARE,1.04,1.03,-0.0096,56.5,60.67,0.0738,0.53,0.36,-0.3208,17195.0,17132.0,-0.0037,9113.0,6168.0,-0.3232,107.0,167.0,0.5607
3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,1.06,1.06,0.0,111.0,119.0,0.0721,0.55,0.38,-0.3091,20559.0,22508.0,0.0948,11307.0,8553.0,-0.2436,203.0,313.0,0.5419
3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.07,1.08,0.0093,321.5,319.33,-0.0067,0.61,0.38,-0.377,39238.0,40158.0,0.0234,23935.0,15260.0,-0.3624,527.0,834.0,0.5825
3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.09,1.13,0.0367,66.5,60.0,-0.0977,0.56,0.39,-0.3036,37027.0,39641.0,0.0706,20735.0,15460.0,-0.2544,119.0,155.0,0.3025
3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.06,1.08,0.0189,134.0,148.67,0.1095,0.54,0.4,-0.2593,53099.0,54175.0,0.0203,28673.0,21670.0,-0.2442,247.0,369.0,0.4939
3245C - MOISTURIZER 75-100G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.33,-0.34,41800.0,42967.0,0.0279,20900.0,14179.0,-0.3216,1.0,3.0,2.0
3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.0,1.04,0.04,22.5,28.33,0.2591,0.54,0.38,-0.2963,66944.0,59856.0,-0.1059,36150.0,22745.0,-0.3708,42.0,75.0,0.7857
3246B - SHEET MASK,3246 - FACE MASK,PERSONAL CARE,5.0,4.55,-0.09,2.0,6.67,2.335,0.5,0.42,-0.16,108350.0,38330.0,-0.6462,54175.0,16099.0,-0.7028,4.0,16.0,3.0
3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,1.0,1.1,0.1,6.0,6.67,0.1117,0.55,0.42,-0.2364,27933.0,35135.0,0.2578,15363.0,14757.0,-0.0394,11.0,16.0,0.4545
3247B - ANTI ACNE PLESTER,3247 - ANTI ACNE,PERSONAL CARE,1.24,1.32,0.0645,133.0,141.67,0.0652,0.64,0.45,-0.2969,24061.0,25536.0,0.0613,15399.0,11491.0,-0.2538,207.0,313.0,0.5121
3248A - MEN FACIAL WASH SOAP 40-90G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.03,1.0,-0.0291,15.5,9.67,-0.3761,0.5,0.35,-0.3,29832.0,30421.0,0.0197,14916.0,10647.0,-0.2862,31.0,28.0,-0.0968
3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.07,1.08,0.0093,353.5,333.67,-0.0561,0.56,0.4,-0.2857,44600.0,45569.0,0.0217,24976.0,18228.0,-0.2702,631.0,843.0,0.336
3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.09,1.07,-0.0183,54.0,60.33,0.1172,0.58,0.42,-0.2759,45712.0,45606.0,-0.0023,26513.0,19155.0,-0.2775,93.0,145.0,0.5591
3251A - BODY LOTION 100-150ML,3251 - BODY LOTION,PERSONAL CARE,1.03,1.0,-0.0291,15.5,20.33,0.3116,0.52,0.35,-0.3269,28652.0,20864.0,-0.2718,14899.0,7302.0,-0.5099,30.0,58.0,0.9333
3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.11,1.11,0.0,464.0,453.67,-0.0223,0.56,0.39,-0.3036,25106.0,25551.0,0.0177,14059.0,9965.0,-0.2912,835.0,1173.0,0.4048
3251C - BODY LOTION 300-600ML,3251 - BODY LOTION,PERSONAL CARE,1.39,1.24,-0.1079,162.0,182.0,0.1235,0.53,0.39,-0.2642,29852.0,25123.0,-0.1584,15822.0,9798.0,-0.3807,305.0,472.0,0.5475
3251E - BODY MASSAGE,3251 - BODY LOTION,PERSONAL CARE,1.01,1.08,0.0693,84.0,75.33,-0.1032,0.57,0.4,-0.2982,24543.0,26450.0,0.0777,13990.0,10580.0,-0.2437,147.0,190.0,0.2925
3251F - BODY TREATMENT,3251 - BODY LOTION,PERSONAL CARE,1.04,1.02,-0.0192,26.5,30.0,0.1321,0.51,0.34,-0.3333,50321.0,47930.0,-0.0475,25664.0,16296.0,-0.365,52.0,87.0,0.6731
3252A - BODY SERUM 100-150ML,3252 - BODY SERUM,PERSONAL CARE,1.0,1.0,0.0,21.5,20.67,-0.0386,0.55,0.4,-0.2727,34300.0,35945.0,0.048,18865.0,14378.0,-0.2378,39.0,52.0,0.3333
3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.09,1.14,0.0459,121.0,164.67,0.3609,0.53,0.38,-0.283,43992.0,47612.0,0.0823,23316.0,18093.0,-0.224,230.0,439.0,0.9087
3252C - BODY SERUM 300-600ML,3252 - BODY SERUM,PERSONAL CARE,,1.0,,,1.0,,,0.33,,,62500.0,,,20625.0,,,3.0,
3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,1.09,1.07,-0.0183,224.0,199.33,-0.1101,0.55,0.37,-0.3273,21473.0,22025.0,0.0257,11810.0,8149.0,-0.31,408.0,538.0,0.3186
3257A - SUNBLOCK,3257 - SUNBLOCK,PERSONAL CARE,1.0,1.0,0.0,0.5,1.33,1.66,0.5,0.33,-0.34,53900.0,58300.0,0.0816,26950.0,19239.0,-0.2861,1.0,4.0,3.0
3261A - FOUNDATION,3261 - FOUNDATION,PERSONAL CARE,1.0,1.0,0.0,12.0,9.0,-0.25,0.5,0.33,-0.34,71500.0,63848.0,-0.107,35750.0,21070.0,-0.4106,24.0,27.0,0.125
3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.15,1.12,-0.0261,23.0,26.0,0.1304,0.52,0.37,-0.2885,34111.0,23217.0,-0.3194,17738.0,8590.0,-0.5157,44.0,70.0,0.5909
