SECTION,CATEGORY,SUBCATEGORY,BRAND,SEGMENT_VALUE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_BEFORE,SPB_AFTER,SPB_BEFORE,SPT_AFTER,SPT_BEFORE,BUYER_COUNT_GROWTH,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_GROWTH,SPT_GROWTH,SPB_GROWTH,SEGMENT_TYPE,VERSI
MILK & DIAPERS,2113 - INFANT MILK SUPER PREMIUM,2113C - INFANT MILK SUPER PREMIUM CAN 800-1000G,S-26,OTHERS,2.5,2.0,0.67,1.0,1.0,2.0,2.0,1.0,1937500.0,775000.0,968750.0,775000.0,-0.5,0.25,-0.33,1.0,0.25,1.5,Isi Kemasan,V2
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,CHIL-GO,SINGLE PACK,1.0,2.0,1.67,1.5,2.0,2.0,2.5,1.5,92250.0,110700.0,36900.0,73800.0,0.0,-0.5,0.1133,0.6667,-0.5,-0.1667,Isi Kemasan,V2
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,DANCOW,SINGLE PACK,2.8,1.61,15.0,18.0,17.0,17.0,2.65,2.12,92750.0,42695.0,35000.0,20139.0,0.0,0.7391,-0.1667,0.25,0.7379,1.1724,Isi Kemasan,V2
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,SGM,SINGLE PACK,1.8,1.52,26.33,29.0,33.0,26.0,2.39,2.23,68287.0,53678.0,28572.0,24071.0,0.2692,0.1842,-0.0921,0.0717,0.187,0.2722,Isi Kemasan,V2
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,FRISIAN BABY,SINGLE PACK,1.0,1.07,2.33,7.0,6.0,5.0,1.17,2.8,53703.0,137701.0,45900.0,49179.0,0.2,-0.0654,-0.6671,-0.5821,-0.0667,-0.61,Isi Kemasan,V2
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,SGM,SINGLE PACK,1.01,1.0,24.33,30.0,37.0,30.0,1.97,2.0,107381.0,102806.0,54508.0,51403.0,0.2333,0.01,-0.189,-0.015,0.0604,0.0445,Isi Kemasan,V2
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,VIDORAN,SINGLE PACK,1.15,,8.67,,10.0,,2.6,,154500.0,,59423.0,,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,FRISIAN BABY,SINGLE PACK,1.08,1.04,4.33,11.5,6.0,9.0,2.17,2.56,217100.0,248164.0,100046.0,96939.0,-0.3333,0.0385,-0.6235,-0.1523,0.0321,-0.1252,Isi Kemasan,V2
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,SGM,SINGLE PACK,1.14,1.29,21.33,17.5,42.0,23.0,1.52,1.52,163230.0,184210.0,107388.0,121191.0,0.8261,-0.1163,0.2189,0.0,-0.1139,-0.1139,Isi Kemasan,V2
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114D - FOLLOW ON SPECIALITY MILK MAINSTREAM,SGM,SINGLE PACK,1.0,1.08,5.0,6.5,4.0,7.0,3.75,1.86,236074.0,125993.0,62953.0,67738.0,-0.4286,-0.0741,-0.2308,1.0161,-0.0706,0.8737,Isi Kemasan,V2
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,BEBELOVE,SINGLE PACK,1.29,1.29,28.0,32.5,39.0,37.0,2.15,1.76,101213.0,84702.0,47076.0,48126.0,0.0541,0.0,-0.1385,0.2216,-0.0218,0.1949,Isi Kemasan,V2
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,CHIL-MIL,SINGLE PACK,1.22,1.13,7.67,7.5,16.0,12.0,1.44,1.25,86725.0,70041.0,60226.0,56033.0,0.3333,0.0796,0.0227,0.152,0.0748,0.2382,Isi Kemasan,V2
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,BEBELOVE,OTHERS,1.12,,2.67,,2.0,,4.0,,1480500.0,,370125.0,,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,BEBELOVE,SINGLE PACK,1.17,1.11,28.67,22.5,41.0,21.0,2.1,2.14,211940.0,208303.0,100924.0,97338.0,0.9524,0.0541,0.2742,-0.0187,0.0368,0.0175,Isi Kemasan,V2
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,CHIL-MIL,OTHERS,,1.0,,1.0,,1.0,,2.0,,384000.0,,192000.0,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,LACTOGEN,SINGLE PACK,1.13,1.16,17.33,28.0,28.0,22.0,1.86,2.55,192956.0,266840.0,103740.0,104643.0,0.2727,-0.0259,-0.3811,-0.2706,-0.0086,-0.2769,Isi Kemasan,V2
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,BEBELOVE,SINGLE PACK,1.17,1.23,18.0,24.0,37.0,31.0,1.46,1.55,252739.0,282627.0,173109.0,182340.0,0.1935,-0.0488,-0.25,-0.0581,-0.0506,-0.1058,Isi Kemasan,V2
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,CHIL-MIL,OTHERS,3.4,1.33,1.67,3.0,2.0,2.0,2.5,3.0,2618000.0,1232001.0,1047200.0,410667.0,0.0,1.5564,-0.4433,-0.1667,1.55,1.125,Isi Kemasan,V2
MILK & DIAPERS,2116 - FOLLOW ON MILK SUPER PREMIUM,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,ENFAMIL,SINGLE PACK,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.0,720300.0,240100.0,240100.0,240100.0,0.0,0.0,1.0,2.0,0.0,2.0,Isi Kemasan,V2
MILK & DIAPERS,2116 - FOLLOW ON MILK SUPER PREMIUM,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,NUTRIBABY,SINGLE PACK,1.1,1.19,24.33,18.0,21.0,15.0,3.48,2.4,773705.0,533693.0,222329.0,222372.0,0.4,-0.0756,0.3517,0.45,-0.0002,0.4497,Isi Kemasan,V2
MILK & DIAPERS,2116 - FOLLOW ON MILK SUPER PREMIUM,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,S-26,OTHERS,1.33,,1.0,,1.0,,3.0,,800001.0,,266667.0,,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2116 - FOLLOW ON MILK SUPER PREMIUM,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,S-26,SINGLE PACK,1.0,1.05,12.0,10.5,11.0,7.0,3.27,3.0,377459.0,363000.0,115431.0,121000.0,0.5714,-0.0476,0.1429,0.09,-0.046,0.0398,Isi Kemasan,V2
MILK & DIAPERS,2116 - FOLLOW ON MILK SUPER PREMIUM,2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,CHIL-MIL,SINGLE PACK,1.0,1.38,4.0,4.0,10.0,5.0,1.2,1.6,200280.0,367181.0,166900.0,229488.0,1.0,-0.2754,0.0,-0.25,-0.2727,-0.4545,Isi Kemasan,V2
MILK & DIAPERS,2116 - FOLLOW ON MILK SUPER PREMIUM,2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,S-26,OTHERS,1.25,1.0,1.33,1.5,2.0,3.0,2.0,1.0,968750.0,385967.0,484375.0,385967.0,-0.3333,0.25,-0.1133,1.0,0.255,1.5099,Isi Kemasan,V2
MILK & DIAPERS,2116 - FOLLOW ON MILK SUPER PREMIUM,2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,S-26,SINGLE PACK,1.07,1.1,19.67,10.5,18.0,12.0,3.28,1.75,618726.0,338625.0,188636.0,193500.0,0.5,-0.0273,0.8733,0.8743,-0.0251,0.8272,Isi Kemasan,V2
MILK & DIAPERS,2116 - FOLLOW ON MILK SUPER PREMIUM,2116C - FOLLOW ON MILK SUPPER PREMIUM CAN >800G,ENFAMIL,OTHERS,1.0,,0.67,,1.0,,2.0,,1158000.0,,579000.0,,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,DANCOW,SINGLE PACK,1.25,1.36,63.0,44.0,104.0,55.0,1.82,1.6,31772.0,30363.0,17457.0,18977.0,0.8909,-0.0809,0.4318,0.1375,-0.0801,0.0464,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,SGM,SINGLE PACK,1.27,1.17,86.67,90.5,127.0,113.0,2.05,1.6,40762.0,29558.0,19884.0,18474.0,0.1239,0.0855,-0.0423,0.2812,0.0763,0.3791,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,CHIL-GO,OTHERS,1.0,1.0,1.0,0.5,3.0,1.0,1.0,1.0,35167.0,34500.0,35167.0,34500.0,2.0,0.0,1.0,0.0,0.0193,0.0193,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,CHIL-GO,SINGLE PACK,,1.0,,2.0,,4.0,,1.0,,36000.0,,36000.0,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,DANCOW,SINGLE PACK,1.08,1.15,107.33,109.0,176.0,124.0,1.83,1.76,93961.0,86617.0,51345.0,49214.0,0.4194,-0.0609,-0.0153,0.0398,0.0433,0.0848,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,FRISIAN FLAG,SINGLE PACK,1.16,1.09,29.0,38.5,44.0,30.0,1.98,2.57,114701.0,139901.0,57930.0,54436.0,0.4667,0.0642,-0.2468,-0.2296,0.0642,-0.1801,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,SGM,SINGLE PACK,1.21,1.05,224.33,224.0,280.0,240.0,2.4,1.87,141773.0,99086.0,59072.0,52987.0,0.1667,0.1524,0.0015,0.2834,0.1148,0.4308,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,VIDORAN,SINGLE PACK,1.07,1.03,81.33,90.5,120.0,89.0,2.03,2.03,65516.0,62857.0,32274.0,30964.0,0.3483,0.0388,-0.1013,0.0,0.0423,0.0423,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,BATITA,SINGLE PACK,1.26,1.22,19.33,20.5,31.0,25.0,1.87,1.64,167124.0,142155.0,89371.0,86680.0,0.24,0.0328,-0.0571,0.1402,0.031,0.1756,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,CHIL-GO,OTHERS,2.0,2.2,5.0,2.5,4.0,5.0,3.75,1.0,781500.0,228000.0,208400.0,228000.0,-0.2,-0.0909,1.0,2.75,-0.086,2.4276,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,CHIL-GO,SINGLE PACK,1.2,1.26,64.0,68.0,79.0,71.0,2.43,1.92,224996.0,187928.0,92591.0,97879.0,0.1127,-0.0476,-0.0588,0.2656,-0.054,0.1972,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,DANCOW,OTHERS,1.87,,10.0,,8.0,,3.75,,742249.0,,197933.0,,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,DANCOW,SINGLE PACK,1.25,1.21,159.33,150.5,205.0,169.0,2.33,1.78,244778.0,178507.0,105055.0,100285.0,0.213,0.0331,0.0587,0.309,0.0476,0.3713,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,FRISIAN FLAG,SINGLE PACK,1.2,1.14,68.33,73.5,74.0,63.0,2.77,2.33,315852.0,252078.0,114026.0,108188.0,0.1746,0.0526,-0.0703,0.1888,0.054,0.253,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,SGM,SINGLE PACK,1.52,1.36,359.33,396.5,410.0,342.0,2.63,2.32,327593.0,259487.0,124560.0,111848.0,0.1988,0.1176,-0.0937,0.1336,0.1137,0.2625,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,VIDORAN,SINGLE PACK,1.39,1.24,261.67,276.5,309.0,259.0,2.54,2.14,228313.0,168769.0,89887.0,78864.0,0.1931,0.121,-0.0536,0.1869,0.1398,0.3528,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117D - GROWING UP SPECIALITY MILK MAINSTREAM,SGM,SINGLE PACK,1.55,1.4,42.67,60.5,51.0,51.0,2.51,2.37,339380.0,280964.0,135211.0,118550.0,0.0,0.1071,-0.2947,0.0591,0.1405,0.2079,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117E - GROWING UP MILK MAINSTREAM >1000G,FRISIAN FLAG,OTHERS,1.0,1.0,1.0,1.0,2.0,1.0,1.5,2.0,360000.0,480000.0,240000.0,240000.0,1.0,0.0,0.0,-0.25,0.0,-0.25,Isi Kemasan,V2
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117E - GROWING UP MILK MAINSTREAM >1000G,SGM,OTHERS,1.0,,0.33,,1.0,,1.0,,265000.0,,265000.0,,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118A - GROWING UP MILK PREMIUM BOX 150-200G,BEBELAC,SINGLE PACK,1.15,1.05,40.0,28.0,59.0,31.0,2.03,1.81,81328.0,69223.0,40063.0,38245.0,0.9032,0.0952,0.4286,0.1215,0.0475,0.1749,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118A - GROWING UP MILK PREMIUM BOX 150-200G,CHIL-KID,SINGLE PACK,1.1,1.05,41.33,49.5,53.0,52.0,2.34,1.9,115245.0,89642.0,49250.0,47180.0,0.0192,0.0476,-0.1651,0.2316,0.0439,0.2856,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118A - GROWING UP MILK PREMIUM BOX 150-200G,LACTOGROW,SINGLE PACK,,1.5,,6.0,,9.0,,1.33,,47680.0,,35850.0,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118B - GROWING UP MILK PREMIUM BOX 300-600G,BEBELAC,SINGLE PACK,1.12,1.07,139.67,138.0,146.0,122.0,2.87,2.26,251435.0,186170.0,87608.0,82376.0,0.1967,0.0467,0.0121,0.2699,0.0635,0.3506,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118B - GROWING UP MILK PREMIUM BOX 300-600G,BEBELAC GOLD,SINGLE PACK,1.06,1.0,11.0,29.0,20.0,34.0,1.65,1.71,136655.0,133672.0,82821.0,78171.0,-0.4118,0.06,-0.6207,-0.0351,0.0595,0.0223,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118B - GROWING UP MILK PREMIUM BOX 300-600G,CHIL-SCHOOL,SINGLE PACK,1.0,1.0,10.33,6.0,16.0,6.0,1.94,2.0,155543.0,160816.0,80177.0,80408.0,1.6667,0.0,0.7217,-0.03,-0.0029,-0.0328,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118B - GROWING UP MILK PREMIUM BOX 300-600G,HEALTHYWAY KIDS,SINGLE PACK,,1.0,,1.0,,2.0,,1.0,,48900.0,,48900.0,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118B - GROWING UP MILK PREMIUM BOX 300-600G,LACTOGROW,SINGLE PACK,1.03,1.04,26.0,28.5,33.0,34.0,2.36,1.68,145494.0,104399.0,61650.0,62142.0,-0.0294,-0.0096,-0.0877,0.4048,-0.0079,0.3936,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,BEBELAC,SINGLE PACK,1.2,1.27,76.33,96.0,107.0,93.0,2.14,2.06,458812.0,471151.0,214398.0,228714.0,0.1505,-0.0551,-0.2049,0.0388,-0.0626,-0.0262,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,BEBELAC GOLD,SINGLE PACK,1.24,1.18,24.0,46.5,34.0,42.0,2.12,2.21,387067.0,385879.0,182579.0,174606.0,-0.1905,0.0508,-0.4839,-0.0407,0.0457,0.0031,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,CHIL-KID,SINGLE PACK,1.13,1.17,39.33,41.0,46.0,41.0,2.57,2.0,509312.0,411864.0,198176.0,205932.0,0.122,-0.0342,-0.0407,0.285,-0.0377,0.2366,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,CHIL-SCHOOL,OTHERS,1.0,1.0,3.67,2.0,1.0,1.0,11.0,4.0,2651000.0,964000.0,241000.0,241000.0,0.0,0.0,0.835,1.75,0.0,1.75,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,CHIL-SCHOOL,SINGLE PACK,1.08,1.02,24.0,27.0,30.0,27.0,2.4,2.0,403493.0,316092.0,168122.0,158046.0,0.1111,0.0588,-0.1111,0.2,0.0638,0.2765,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,HEALTHYWAY KIDS,OTHERS,1.67,1.38,6.0,4.0,3.0,4.0,6.0,2.0,869502.0,251624.0,144917.0,125812.0,-0.25,0.2101,0.5,2.0,0.1519,2.4556,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,LACTOGROW,OTHERS,2.73,1.17,5.0,3.0,8.0,3.0,1.88,2.0,754745.0,317100.0,401460.0,158550.0,1.6667,1.3333,0.6667,-0.06,1.5321,1.3801,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,LACTOGROW,SINGLE PACK,1.21,1.19,55.0,51.0,66.0,57.0,2.5,1.79,373800.0,260497.0,149520.0,145529.0,0.1579,0.0168,0.0784,0.3966,0.0274,0.4349,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118D - GROWING UP MILK PREMIUM CAN 700-900G,BEBELAC,SINGLE PACK,1.25,1.44,97.33,106.5,143.0,114.0,2.04,1.87,364005.0,386331.0,178434.0,206594.0,0.2544,-0.1319,-0.0861,0.0909,-0.1363,-0.0578,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118F - GROWING UP SPECIALITY MILK PREMIUM,BEBELAC GOLD,SINGLE PACK,1.2,1.27,3.33,5.5,6.0,6.0,1.67,1.83,302404.0,351461.0,181080.0,192055.0,0.0,-0.0551,-0.3945,-0.0874,-0.0571,-0.1396,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118F - GROWING UP SPECIALITY MILK PREMIUM,CHIL-KID,SINGLE PACK,1.06,1.05,38.33,32.0,31.0,23.0,3.71,2.78,468235.0,389956.0,126209.0,140272.0,0.3478,0.0095,0.1978,0.3345,-0.1003,0.2007,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118G - GROWING UP MILK PREMIUM >1000G,BEBELAC,OTHERS,1.16,1.12,10.67,8.5,18.0,14.0,1.78,1.21,832527.0,559055.0,467712.0,462029.0,0.2857,0.0357,0.2553,0.4711,0.0123,0.4892,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118G - GROWING UP MILK PREMIUM >1000G,CHIL-KID,OTHERS,1.0,1.0,0.33,0.5,1.0,1.0,1.0,1.0,332000.0,332000.0,332000.0,332000.0,0.0,0.0,-0.34,0.0,0.0,0.0,Isi Kemasan,V2
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118G - GROWING UP MILK PREMIUM >1000G,CHIL-SCHOOL,OTHERS,1.0,,0.33,,1.0,,1.0,,295000.0,,295000.0,,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,ENFAGROW,SINGLE PACK,1.0,1.14,10.0,10.5,13.0,10.0,2.31,2.1,500392.0,505420.0,216620.0,240676.0,0.3,-0.1228,-0.0476,0.1,-0.1,-0.0099,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,MORIGRO,OTHERS,1.0,1.0,0.67,0.5,1.0,1.0,2.0,1.0,166000.0,83000.0,83000.0,83000.0,0.0,0.0,0.34,1.0,0.0,1.0,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,NUTRILON,SINGLE PACK,1.18,1.09,31.67,29.0,39.0,24.0,2.44,2.42,308072.0,280848.0,126259.0,116053.0,0.625,0.0826,0.0921,0.0083,0.0879,0.0969,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,PEDIASURE,SINGLE PACK,1.12,1.33,10.67,3.0,23.0,6.0,1.39,1.0,170588.0,136800.0,122725.0,136800.0,2.8333,-0.1579,2.5567,0.39,-0.1029,0.247,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,S-26,SINGLE PACK,1.19,1.16,46.67,43.0,50.0,45.0,2.8,1.91,388329.0,283368.0,138689.0,148360.0,0.1111,0.0259,0.0853,0.466,-0.0652,0.3704,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,CHIL-KID,SINGLE PACK,1.0,1.0,5.0,7.0,7.0,10.0,2.14,1.4,340117.0,222200.0,158933.0,158714.0,-0.3,0.0,-0.2857,0.5286,0.0014,0.5307,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,NUTREN,OTHERS,1.75,,1.33,,2.0,,2.0,,605150.0,,302575.0,,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,PEDIASURE,SINGLE PACK,1.03,1.0,11.67,16.0,20.0,22.0,1.75,1.45,349564.0,278831.0,199751.0,192297.0,-0.0909,0.03,-0.2706,0.2069,0.0388,0.2537,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,S-26,SINGLE PACK,1.08,1.15,4.33,6.5,9.0,9.0,1.44,1.44,247869.0,265569.0,172131.0,184423.0,0.0,-0.0609,-0.3338,0.0,-0.0667,-0.0666,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,CHIL-KID,OTHERS,1.0,,0.67,,1.0,,2.0,,588000.0,,294000.0,,,,,,,,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,CHIL-KID,SINGLE PACK,1.07,1.0,10.0,8.5,14.0,8.0,2.14,2.12,689544.0,640503.0,322217.0,302124.0,0.75,0.07,0.1765,0.0094,0.0665,0.0766,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,ENFAGROW,OTHERS,1.75,2.0,1.33,1.0,1.0,1.0,4.0,2.0,3789100.0,2080400.0,947275.0,1040200.0,0.0,-0.125,0.33,1.0,-0.0893,0.8213,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,ENFAGROW,SINGLE PACK,1.32,1.0,10.33,4.5,12.0,5.0,2.58,1.8,1527969.0,781999.0,592236.0,434444.0,1.4,0.32,1.2956,0.4333,0.3632,0.9539,Isi Kemasan,V2
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,MORIGRO,SINGLE PACK,1.0,1.0,10.0,4.0,16.0,6.0,1.88,1.33,571332.0,404187.0,303900.0,303900.0,1.6667,0.0,1.5,0.4135,0.0,0.4135,Isi Kemasan,V2
