SECTION,CATEGORY,SUBCATEGORY,BRAND,SEGMENT_VALUE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_BEFORE,SPB_AFTER,SPB_BEFORE,SPT_AFTER,SPT_BEFORE,BUYER_COUNT_GROWTH,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_GROWTH,SPT_GROWTH,SPB_GROWTH,SEGMENT_TYPE,VERSI
STAPLE NEED,1716 - FLOUR SEASONING,1716B - SPECIFIC FLOUR SEASONING,SAJIKU,MEDIUM,,1.0,,2.0,,4.0,,1.0,,6850.0,,6850.0,,,,,,,Packsize,V1
STAPLE NEED,1716 - FLOUR SEASONING,1716B - SPECIFIC FLOUR SEASONING,SASA,MEDIUM,1.34,1.33,111.0,105.0,275.0,190.0,1.21,1.11,12077.0,10996.0,9981.0,9906.0,0.4474,0.0075,0.0571,0.0901,0.0076,0.0983,Packsize,V1
STAPLE NEED,1716 - FLOUR SEASONING,1716B - SPECIFIC FLOUR SEASONING,SASA,OTHERS,1.7,1.14,3.33,3.5,8.0,5.0,1.25,1.4,40162.0,29040.0,32130.0,20743.0,0.6,0.4912,-0.0486,-0.1071,0.549,0.383,Packsize,V1
STAPLE NEED,1716 - FLOUR SEASONING,1716B - SPECIFIC FLOUR SEASONING,TUDUNG,OTHERS,2.33,4.5,2.0,1.0,4.0,2.0,1.5,1.0,19250.0,24750.0,12833.0,24750.0,1.0,-0.4822,1.0,0.5,-0.4815,-0.2222,Packsize,V1
STAPLE NEED,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",1717A - SHRIMP PASTE,ABC,MEDIUM,1.03,1.0,11.33,14.0,31.0,28.0,1.1,1.0,10353.0,8814.0,9412.0,8814.0,0.1071,0.03,-0.1907,0.1,0.0678,0.1746,Packsize,V1
STAPLE NEED,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",1717B - PEANUT SAUCE,ABC,MEDIUM,1.0,1.12,5.33,4.0,15.0,8.0,1.07,1.0,17120.0,18625.0,16000.0,18625.0,0.875,-0.1071,0.3325,0.07,-0.1409,-0.0808,Packsize,V1
STAPLE NEED,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",1717B - PEANUT SAUCE,ABC,SMALL,1.11,1.0,6.33,7.5,13.0,14.0,1.46,1.07,8875.0,5885.0,6079.0,5500.0,-0.0714,0.11,-0.156,0.3645,0.1053,0.5081,Packsize,V1
STAPLE NEED,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",1717B - PEANUT SAUCE,ENAK ECO,MEDIUM,2.0,,0.33,,1.0,,1.0,,35600.0,,35600.0,,,,,,,,Packsize,V1
STAPLE NEED,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",1717C - OTHER SEASONING (TOPING),ALFAMART,SMALL,1.11,1.33,3.0,4.5,8.0,7.0,1.12,1.29,29407.0,41022.0,26256.0,31800.0,0.1429,-0.1654,-0.3333,-0.1318,-0.1743,-0.2831,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,ABC,MEDIUM,1.67,2.06,78.67,48.5,215.0,91.0,1.1,1.07,16634.0,19915.0,15122.0,18612.0,1.3626,-0.1893,0.6221,0.028,-0.1875,-0.1648,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,DELMONTE,MEDIUM,1.17,1.16,39.33,54.0,111.0,99.0,1.06,1.09,9018.0,9143.0,8508.0,8388.0,0.1212,0.0086,-0.2717,-0.0275,0.0143,-0.0137,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,DUA BELIBIS,MEDIUM,1.02,1.02,14.67,20.0,42.0,36.0,1.05,1.11,10777.0,11442.0,10264.0,10308.0,0.1667,0.0,-0.2665,-0.0541,-0.0043,-0.0581,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,INDOFOOD,MEDIUM,1.1,1.06,29.0,47.5,82.0,92.0,1.06,1.03,9246.0,8632.0,8723.0,8381.0,-0.1087,0.0377,-0.3895,0.0291,0.0408,0.0711,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,LAHAP BARENG,OTHERS,1.0,1.33,0.33,3.0,1.0,5.0,1.0,1.2,27100.0,44360.0,27100.0,36967.0,-0.8,-0.2481,-0.89,-0.1667,-0.2669,-0.3891,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,SASA,MEDIUM,,1.0,,0.5,,1.0,,1.0,,7500.0,,7500.0,,,,,,,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721B - CHILLI PET & BOTTLE 235-275ML,ABC,MEDIUM,1.01,1.2,54.33,56.0,142.0,101.0,1.15,1.11,19470.0,22137.0,16930.0,19943.0,0.4059,-0.1583,-0.0298,0.036,-0.1511,-0.1205,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721B - CHILLI PET & BOTTLE 235-275ML,DUA BELIBIS,MEDIUM,1.05,1.04,37.67,26.0,97.0,48.0,1.16,1.08,20323.0,18668.0,17520.0,17285.0,1.0208,0.0096,0.4488,0.0741,0.0136,0.0887,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721B - CHILLI PET & BOTTLE 235-275ML,INDOFOOD,MEDIUM,1.05,1.05,100.0,94.5,262.0,176.0,1.15,1.07,16908.0,15626.0,14703.0,14604.0,0.4886,0.0,0.0582,0.0748,0.0068,0.082,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721B - CHILLI PET & BOTTLE 235-275ML,SASA,MEDIUM,1.13,1.0,7.67,6.5,19.0,12.0,1.21,1.08,22295.0,17604.0,18426.0,16300.0,0.5833,0.13,0.18,0.1204,0.1304,0.2665,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721D - CHILLI PACK,ABC,OTHERS,1.0,1.0,0.33,0.5,1.0,1.0,1.0,1.0,34000.0,31600.0,34000.0,31600.0,0.0,0.0,-0.34,0.0,0.0759,0.0759,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721D - CHILLI PACK,DELMONTE,MEDIUM,1.18,1.27,16.67,20.0,45.0,36.0,1.11,1.11,10478.0,11322.0,9440.0,10200.0,0.25,-0.0709,-0.1665,0.0,-0.0745,-0.0745,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721D - CHILLI PACK,DELMONTE,OTHERS,1.25,1.5,6.67,3.0,19.0,6.0,1.05,1.0,27011.0,32350.0,25725.0,32350.0,2.1667,-0.1667,1.2233,0.05,-0.2048,-0.165,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721D - CHILLI PACK,DUA BELIBIS,OTHERS,1.18,1.0,5.67,4.5,13.0,8.0,1.31,1.12,50913.0,31248.0,38865.0,27900.0,0.625,0.18,0.26,0.1696,0.393,0.6293,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721D - CHILLI PACK,SASA,OTHERS,,1.0,,0.5,,1.0,,1.0,,21000.0,,21000.0,,,,,,,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721D - CHILLI PACK,SASA,SMALL,1.21,1.08,11.0,6.0,27.0,10.0,1.22,1.2,11701.0,10130.0,9591.0,8442.0,1.7,0.1204,0.8333,0.0167,0.1361,0.1551,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721E - TRADITIONAL CHILLI,ABC,MEDIUM,1.04,1.18,8.0,11.0,21.0,18.0,1.14,1.22,18178.0,22065.0,15946.0,18086.0,0.1667,-0.1186,-0.2727,-0.0656,-0.1183,-0.1762,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721E - TRADITIONAL CHILLI,INDOFOOD,BIG,1.03,1.0,10.33,18.0,30.0,34.0,1.03,1.06,20381.0,20254.0,19787.0,19108.0,-0.1176,0.03,-0.4261,-0.0283,0.0355,0.0063,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721E - TRADITIONAL CHILLI,SASA,MEDIUM,,1.0,,2.0,,4.0,,1.0,,13900.0,,13900.0,,,,,,,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721E - TRADITIONAL CHILLI,ULEG,MEDIUM,1.07,1.11,18.67,23.0,54.0,46.0,1.04,1.0,18991.0,18672.0,18261.0,18672.0,0.1739,-0.036,-0.1883,0.04,-0.022,0.0171,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721F - POWDER CHILLI,BONCABE,SMALL,1.05,1.04,41.0,42.5,119.0,83.0,1.03,1.02,14943.0,14386.0,14508.0,14104.0,0.4337,0.0096,-0.0353,0.0098,0.0286,0.0387,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721F - POWDER CHILLI,MAMA SUKA,SMALL,1.05,1.06,31.33,16.5,83.0,33.0,1.13,1.0,16567.0,14615.0,14661.0,14615.0,1.5152,-0.0094,0.8988,0.13,0.0031,0.1336,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721H - CHILLI PET & BOTTLE 300-400ML,ABC,BIG,1.02,1.02,40.67,44.0,110.0,81.0,1.11,1.09,21906.0,21942.0,19735.0,20130.0,0.358,0.0,-0.0757,0.0183,-0.0196,-0.0016,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721H - CHILLI PET & BOTTLE 300-400ML,DELMONTE,BIG,1.05,1.06,14.0,24.5,36.0,47.0,1.17,1.04,19926.0,17911.0,17031.0,17222.0,-0.234,-0.0094,-0.4286,0.125,-0.0111,0.1125,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721H - CHILLI PET & BOTTLE 300-400ML,DUA BELIBIS,BIG,1.12,1.0,11.0,12.0,31.0,22.0,1.06,1.09,29266.0,26869.0,27609.0,24650.0,0.4091,0.12,-0.0833,-0.0275,0.12,0.0892,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721H - CHILLI PET & BOTTLE 300-400ML,FINNA,OTHERS,1.0,,1.33,,3.0,,1.33,,18487.0,,13900.0,,,,,,,,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721H - CHILLI PET & BOTTLE 300-400ML,HEINZ,OTHERS,1.11,1.0,3.0,2.0,9.0,4.0,1.0,1.0,22189.0,18425.0,22189.0,18425.0,1.25,0.11,0.5,0.0,0.2043,0.2043,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721H - CHILLI PET & BOTTLE 300-400ML,INDOFOOD,BIG,1.0,1.0,5.67,7.0,16.0,14.0,1.06,1.0,18481.0,17421.0,17435.0,17421.0,0.1429,0.0,-0.19,0.06,0.0008,0.0608,Packsize,V1
STAPLE NEED,1721 - CHILLI,1721H - CHILLI PET & BOTTLE 300-400ML,MAMA SUKA,BIG,1.02,1.0,14.67,16.0,39.0,29.0,1.13,1.1,18720.0,17572.0,16566.0,15975.0,0.3448,0.02,-0.0831,0.0273,0.037,0.0653,Packsize,V1
STAPLE NEED,1722 - TOMATO,1722A - TOMATO PET 130-140ML,HEINZ,SMALL,1.0,1.11,6.0,4.5,17.0,9.0,1.06,1.0,9517.0,9889.0,8978.0,9889.0,0.8889,-0.0991,0.3333,0.06,-0.0921,-0.0376,Packsize,V1
STAPLE NEED,1722 - TOMATO,1722B - TOMATO BOTTLE 275-340ML,ABC,MEDIUM,1.07,1.06,13.67,15.5,38.0,30.0,1.08,1.03,19495.0,17922.0,18051.0,17400.0,0.2667,0.0094,-0.1181,0.0485,0.0374,0.0878,Packsize,V1
STAPLE NEED,1722 - TOMATO,1722B - TOMATO BOTTLE 275-340ML,DELMONTE,MEDIUM,1.02,1.07,56.67,54.0,157.0,101.0,1.08,1.07,13200.0,13700.0,12222.0,12804.0,0.5545,-0.0467,0.0494,0.0093,-0.0455,-0.0365,Packsize,V1
STAPLE NEED,1722 - TOMATO,1722C - TOMATO SACHET,DELMONTE,MEDIUM,1.28,1.22,38.0,18.0,84.0,29.0,1.36,1.24,11367.0,9968.0,8358.0,8039.0,1.8966,0.0492,1.1111,0.0968,0.0397,0.1403,Packsize,V1
STAPLE NEED,1722 - TOMATO,1722C - TOMATO SACHET,SASA,OTHERS,1.0,1.0,0.67,1.5,2.0,3.0,1.0,1.0,18000.0,18300.0,18000.0,18300.0,-0.3333,0.0,-0.5533,0.0,-0.0164,-0.0164,Packsize,V1
STAPLE NEED,1722 - TOMATO,1722D - STEAK & PASTA SAUCE,DELMONTE,MEDIUM,1.17,1.09,42.33,57.0,115.0,106.0,1.1,1.08,15681.0,14677.0,14255.0,13590.0,0.0849,0.0734,-0.2574,0.0185,0.0489,0.0684,Packsize,V1
STAPLE NEED,1722 - TOMATO,1722D - STEAK & PASTA SAUCE,DELMONTE,OTHERS,1.8,1.67,1.67,1.5,5.0,3.0,1.0,1.0,26980.0,19500.0,26980.0,19500.0,0.6667,0.0778,0.1133,0.0,0.3836,0.3836,Packsize,V1
STAPLE NEED,1722 - TOMATO,1722D - STEAK & PASTA SAUCE,LA FONTE,MEDIUM,1.11,1.1,30.0,29.0,83.0,54.0,1.08,1.07,25653.0,26381.0,23753.0,24655.0,0.537,0.0091,0.0345,0.0093,-0.0366,-0.0276,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723A - SOY SAUCE PET 130-250ML,ABC,SMALL,1.07,1.13,88.0,67.5,224.0,128.0,1.18,1.05,11440.0,10092.0,9695.0,9611.0,0.75,-0.0531,0.3037,0.1238,0.0087,0.1336,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723A - SOY SAUCE PET 130-250ML,BANGO,SMALL,1.21,1.22,74.33,45.0,197.0,86.0,1.13,1.05,15899.0,15051.0,14070.0,14334.0,1.2907,-0.0082,0.6518,0.0762,-0.0184,0.0563,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723A - SOY SAUCE PET 130-250ML,SEDAAP,MEDIUM,1.03,1.13,31.67,31.5,90.0,60.0,1.06,1.05,9304.0,10078.0,8777.0,9598.0,0.5,-0.0885,0.0054,0.0095,-0.0855,-0.0768,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723A - SOY SAUCE PET 130-250ML,TROPICANA,OTHERS,1.2,1.14,1.67,3.5,3.0,6.0,1.67,1.17,59920.0,39980.0,35880.0,34171.0,-0.5,0.0526,-0.5229,0.4274,0.05,0.4987,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723B - SOY SAUCE BOTTLE 275-340ML,ABC,MEDIUM,1.15,1.14,13.67,11.0,30.0,21.0,1.37,1.05,34116.0,25864.0,24902.0,24632.0,0.4286,0.0088,0.2427,0.3048,0.011,0.3191,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723B - SOY SAUCE BOTTLE 275-340ML,BANGO,MEDIUM,1.36,1.16,141.33,92.5,325.0,170.0,1.3,1.09,28956.0,22084.0,22274.0,20261.0,0.9118,0.1724,0.5279,0.1927,0.0994,0.3112,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723B - SOY SAUCE BOTTLE 275-340ML,HATI ANGSA,OTHERS,,1.0,,1.5,,3.0,,1.0,,12500.0,,12500.0,,,,,,,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723B - SOY SAUCE BOTTLE 275-340ML,KECAP BENTENG SH,MEDIUM,1.09,1.0,11.0,15.0,29.0,21.0,1.14,1.43,21318.0,24477.0,18700.0,17117.0,0.381,0.09,-0.2667,-0.2028,0.0925,-0.1291,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723C - SOY SAUCE 500-600ML,ABC,MEDIUM,1.2,1.13,45.0,62.0,111.0,104.0,1.22,1.19,36618.0,33646.0,30015.0,28274.0,0.0673,0.0619,-0.2742,0.0252,0.0616,0.0883,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723C - SOY SAUCE 500-600ML,ABC,OTHERS,1.5,,1.33,,4.0,,1.0,,40350.0,,40350.0,,,,,,,,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723C - SOY SAUCE 500-600ML,BANGO,MEDIUM,3.84,4.14,244.67,190.0,394.0,279.0,1.86,1.36,191831.0,149600.0,103135.0,110000.0,0.4122,-0.0725,0.2877,0.3676,-0.0624,0.2823,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723C - SOY SAUCE 500-600ML,BANGO,OTHERS,1.43,3.2,2.33,7.5,6.0,14.0,1.17,1.07,84809.0,187771.0,72486.0,175487.0,-0.5714,-0.5531,-0.6893,0.0935,-0.5869,-0.5483,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723C - SOY SAUCE 500-600ML,INDOFOOD,MEDIUM,1.11,1.06,15.67,15.5,40.0,30.0,1.18,1.03,24375.0,20414.0,20657.0,19819.0,0.3333,0.0472,0.011,0.1456,0.0423,0.194,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723C - SOY SAUCE 500-600ML,LEE KUM KEE,OTHERS,,1.0,,0.5,,1.0,,1.0,,45000.0,,45000.0,,,,,,,Packsize,V1
STAPLE NEED,1723 - SOY SAUCE,1723C - SOY SAUCE 500-600ML,SEDAAP,MEDIUM,1.81,1.53,215.0,177.0,441.0,253.0,1.46,1.4,58288.0,46637.0,39923.0,33312.0,0.7431,0.183,0.2147,0.0429,0.1985,0.2498,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724A - LIQUID SAUCE SACHET,SAORI,SMALL,1.05,1.06,7.0,9.0,20.0,18.0,1.05,1.0,3785.0,3572.0,3605.0,3572.0,0.1111,-0.0094,-0.2222,0.05,0.0092,0.0596,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,ABC,MEDIUM,1.03,1.0,10.33,7.0,29.0,14.0,1.07,1.0,30484.0,31550.0,28490.0,31550.0,1.0714,0.03,0.4757,0.07,-0.097,-0.0338,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,FINNA,OTHERS,1.0,1.0,0.67,0.5,2.0,1.0,1.0,1.0,18250.0,17900.0,18250.0,17900.0,1.0,0.0,0.34,0.0,0.0196,0.0196,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,KIKKOMAN,OTHERS,2.14,1.14,2.33,3.5,6.0,6.0,1.17,1.17,56979.0,28982.0,48700.0,24771.0,0.0,0.8772,-0.3343,0.0,0.966,0.966,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,LEE KUM KEE,MEDIUM,1.1,1.38,26.0,27.5,71.0,52.0,1.1,1.06,27521.0,33839.0,25019.0,31924.0,0.3654,-0.2029,-0.0545,0.0377,-0.2163,-0.1867,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,LEE KUM KEE,OTHERS,1.0,1.5,2.0,1.0,6.0,2.0,1.0,1.0,57567.0,87350.0,57567.0,87350.0,2.0,-0.3333,1.0,0.0,-0.341,-0.341,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,MAGGI,MEDIUM,1.0,1.05,31.0,20.5,81.0,38.0,1.15,1.08,11407.0,11269.0,9919.0,10434.0,1.1316,-0.0476,0.5122,0.0648,-0.0494,0.0122,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,MAGGI,OTHERS,1.0,,0.33,,1.0,,1.0,,16500.0,,16500.0,,,,,,,,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,MAHSURI,OTHERS,1.14,1.0,2.33,0.5,6.0,1.0,1.17,1.0,24269.0,19900.0,20743.0,19900.0,5.0,0.14,3.66,0.17,0.0424,0.2195,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,MAMA SUKA,BIG,1.0,1.0,1.67,2.5,5.0,5.0,1.0,1.0,17760.0,17540.0,17760.0,17540.0,0.0,0.0,-0.332,0.0,0.0125,0.0125,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,ROYCO,BIG,1.0,1.0,11.33,8.0,29.0,14.0,1.17,1.14,21762.0,21204.0,18600.0,18600.0,1.0714,0.0,0.4162,0.0263,0.0,0.0263,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,ROYCO,MEDIUM,1.02,1.06,16.67,9.0,48.0,16.0,1.04,1.12,11987.0,13359.0,11526.0,11928.0,2.0,-0.0377,0.8522,-0.0714,-0.0337,-0.1027,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,SAORI,BIG,1.03,1.0,43.0,29.0,110.0,57.0,1.17,1.02,25995.0,21986.0,22218.0,21555.0,0.9298,0.03,0.4828,0.1471,0.0308,0.1823,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,SAORI,MEDIUM,1.06,1.04,65.0,67.5,180.0,125.0,1.08,1.08,14946.0,14639.0,13839.0,13555.0,0.44,0.0192,-0.037,0.0,0.021,0.021,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,SAORI,OTHERS,1.0,1.33,1.33,1.5,4.0,3.0,1.0,1.0,52500.0,70000.0,52500.0,70000.0,0.3333,-0.2481,-0.1133,0.0,-0.25,-0.25,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,TTS,OTHERS,1.0,,0.33,,1.0,,1.0,,14900.0,,14900.0,,,,,,,,Packsize,V1
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724C - VINEGAR,DUA BELIBIS,MEDIUM,1.05,1.03,13.67,19.5,38.0,35.0,1.08,1.11,5896.0,5968.0,5459.0,5377.0,0.0857,0.0194,-0.299,-0.027,0.0153,-0.0121,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725B - DRESSING SACHET 50-150G,KEWPIE,MEDIUM,2.05,1.88,13.0,12.0,33.0,23.0,1.18,1.04,27627.0,22242.0,23413.0,21387.0,0.4348,0.0904,0.0833,0.1346,0.0947,0.2421,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725B - DRESSING SACHET 50-150G,KEWPIE,SMALL,2.19,2.21,24.33,21.0,62.0,41.0,1.18,1.02,20432.0,17843.0,17315.0,17493.0,0.5122,-0.009,0.1586,0.1569,-0.0102,0.1451,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725B - DRESSING SACHET 50-150G,MAESTRO,MEDIUM,1.47,1.37,52.0,58.5,134.0,105.0,1.16,1.11,10105.0,8962.0,8711.0,8074.0,0.2762,0.073,-0.1111,0.045,0.0789,0.1275,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725B - DRESSING SACHET 50-150G,MAMA SUKA,OTHERS,1.0,1.5,0.67,1.0,2.0,2.0,1.0,1.0,11700.0,17850.0,11700.0,17850.0,0.0,-0.3333,-0.33,0.0,-0.3445,-0.3445,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725B - DRESSING SACHET 50-150G,MAYUMI,MEDIUM,1.11,1.29,18.0,8.5,52.0,14.0,1.04,1.21,10088.0,14271.0,9700.0,11794.0,2.7143,-0.1395,1.1176,-0.1405,-0.1775,-0.2931,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725C - DRESSING BOTTLE,KEWPIE,BIG,1.0,1.05,9.67,10.5,28.0,21.0,1.04,1.0,41392.0,41695.0,39800.0,41695.0,0.3333,-0.0476,-0.079,0.04,-0.0454,-0.0073,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725C - DRESSING BOTTLE,KEWPIE,MEDIUM,1.0,1.25,3.67,4.0,9.0,8.0,1.22,1.0,42090.0,43125.0,34500.0,43125.0,0.125,-0.2,-0.0825,0.22,-0.2,-0.024,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725C - DRESSING BOTTLE,KEWPIE,OTHERS,1.0,,0.33,,1.0,,1.0,,34900.0,,34900.0,,,,,,,,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725C - DRESSING BOTTLE,MAESTRO,OTHERS,1.25,2.0,1.33,1.5,4.0,3.0,1.0,1.0,24675.0,43733.0,24675.0,43733.0,0.3333,-0.375,-0.1133,0.0,-0.4358,-0.4358,Packsize,V1
STAPLE NEED,1725 - DRESSING,1725C - DRESSING BOTTLE,MAMA SUKA,BIG,1.0,1.0,0.67,3.0,2.0,6.0,1.0,1.0,30000.0,28850.0,30000.0,28850.0,-0.6667,0.0,-0.7767,0.0,0.0399,0.0399,Packsize,V1
STAPLE NEED,1811 - CANNED MEAT,1811A - CANNED MEAT 180-200G,PRONAS,MEDIUM,1.08,1.02,22.0,21.0,60.0,36.0,1.1,1.17,28312.0,27448.0,25738.0,23460.0,0.6667,0.0588,0.0476,-0.0598,0.0971,0.0315,Packsize,V1
STAPLE NEED,1811 - CANNED MEAT,1811B - CANNED MEAT 325-400G,PRONAS,BIG,1.0,1.0,2.33,2.5,6.0,5.0,1.17,1.0,49124.0,40500.0,41986.0,40500.0,0.2,0.0,-0.068,0.17,0.0367,0.2129,Packsize,V1
STAPLE NEED,1811 - CANNED MEAT,1811B - CANNED MEAT 325-400G,PRONAS,OTHERS,1.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,36500.0,36500.0,36500.0,36500.0,2.0,0.0,1.0,0.0,0.0,0.0,Packsize,V1
STAPLE NEED,1811 - CANNED MEAT,1811C - CANNED MEAT SAC,PRONAS,SMALL,1.22,1.26,28.33,34.0,59.0,44.0,1.44,1.55,16350.0,17659.0,11354.0,11393.0,0.3409,-0.0317,-0.1668,-0.071,-0.0034,-0.0741,Packsize,V1
STAPLE NEED,1812 - CANNED SEAFOOD,1812A - CANNED SEAFOOD SARDINES 100-200G,ABC,MEDIUM,1.45,1.29,90.0,90.5,222.0,161.0,1.22,1.12,22949.0,18692.0,18811.0,16689.0,0.3789,0.124,-0.0055,0.0893,0.1271,0.2277,Packsize,V1
STAPLE NEED,1812 - CANNED SEAFOOD,1812A - CANNED SEAFOOD SARDINES 100-200G,ASAHI,MEDIUM,1.3,1.49,35.0,40.0,90.0,73.0,1.17,1.1,16510.0,17796.0,14111.0,16178.0,0.2329,-0.1275,-0.125,0.0636,-0.1278,-0.0723,Packsize,V1
STAPLE NEED,1812 - CANNED SEAFOOD,1812A - CANNED SEAFOOD SARDINES 100-200G,FIESTA,MEDIUM,1.43,1.26,11.67,21.0,31.0,34.0,1.13,1.24,15966.0,15178.0,14129.0,12240.0,-0.0882,0.1349,-0.4443,-0.0887,0.1543,0.0519,Packsize,V1
STAPLE NEED,1812 - CANNED SEAFOOD,1812A - CANNED SEAFOOD SARDINES 100-200G,MAYA,MEDIUM,1.21,1.37,11.0,13.5,29.0,25.0,1.14,1.08,16938.0,18204.0,14858.0,16856.0,0.16,-0.1168,-0.1852,0.0556,-0.1185,-0.0695,Packsize,V1
STAPLE NEED,1812 - CANNED SEAFOOD,1812B - CANNED SEAFOOD SARDINES 300-500G,ABC,MEDIUM,1.05,1.09,35.0,33.0,98.0,59.0,1.07,1.12,32743.0,35803.0,30601.0,31967.0,0.661,-0.0367,0.0606,-0.0446,-0.0427,-0.0855,Packsize,V1
